"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ADAM9",-0.731049406326263,2.56350337309686,-0.610742087290007,0.552735489429089,1,-4.61160660148484
"ADAMDEC1",0.428791416106883,4.89694915976166,0.539589607221525,0.599326276206746,1,-4.61379028927845
"ADAMTS1",1.0883667163135,1.68829905549197,1.09421159408716,0.295288886900354,1,-4.59108580811001
"ADAMTS10",-0.0456617672916542,0.347591511994621,-0.0757839552882007,0.940836779743674,1,-4.62163131693684
"ADAMTS12",1.07399793760787,0.389258701274836,1.70861395643468,0.113172847032836,1,-4.55536383644035
"ADAMTS13",0.768768445774153,0.480291113986937,1.44180897721607,0.174880822330761,1,-4.57173478360908
"ADAMTS14",0.748637846449505,1.48043025222905,1.56558323061596,0.143361248807516,1,-4.56425552737952
"ADAMTS15",0.286911303705213,0.414300832593614,0.619150525612215,0.547364355220993,1,-4.61133269377875
"ADAMTS16",0.0240422957132803,0.272560358552833,0.0864304634914983,0.932546241306489,1,-4.62158278228076
"ADAMTS17",-0.312046736988682,2.75023616989286,-0.337896018745832,0.741265265520554,1,-4.61861016265262
"ADAMTS18",0.177829699958903,0.689628790818788,0.29309491186298,0.77444434531324,1,-4.619392735474
"ADAMTS19",0.1289712316035,4.35651897839882,0.216185159819424,0.832466018586163,1,-4.62048293784445
"ADAMTS2",0.567783355125794,0.569793841018466,1.2801884463595,0.224615208022837,1,-4.58108732553664
"ADAMTS20",-0.29265051740799,0.101302102179689,-1.13583603716974,0.278148815000782,1,-4.58893030871582
"ADAMTS3",1.03443243763749,0.371097854182662,2.09994140626585,0.0574961174595634,1,-4.5303729355395
"ADAMTS4",0.538958142066603,1.8386515367078,0.475647209732195,0.642846839934784,1,-4.61554244424087
