"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CHPT1",-0.611550852069492,6.49707795432646,-0.895570261187247,0.38805216593869,1,-4.6006046596188
"CHR415SYT",-0.564511310583604,0.84492033649712,-0.672877331401135,0.513744467383253,1,-4.60950555866163
"CHRAC1",0.159991430148773,5.24567524177047,0.470640267868599,0.646316827302527,1,-4.61567103551295
"CHRD",-0.784969342663727,1.00720520101351,-1.2917450275391,0.220712934013989,1,-4.58043695725615
"CHRDL1",-0.666534248635181,1.10980141801065,-0.924366874557849,0.373466668522651,1,-4.59930975133444
"CHRDL2",0.90946866257231,0.25185286040464,1.81596451818721,0.0943656087721233,1,-4.54856858364553
"CHRFAM7A",-0.214106556086965,0.177873138903018,-0.517725323688575,0.614038308202424,1,-4.61441218106065
"CHRM1",-0.524876456562633,0.29599372687561,-1.10809635369596,0.289484568260948,1,-4.59037248213321
"CHRM2",-0.188014211077754,1.02256809257901,-0.306627354618802,0.764369742685387,1,-4.6191677046299
"CHRM4",2.02029883000063,1.26829606488637,2.03234039795555,0.06480393710586,1,-4.53471285512849
"CHRM5",0.426449814079275,0.575573865469481,0.775739146505554,0.452884865498442,1,-4.60564963007197
"CHRNA1",-0.101974446513877,0.398912508510648,-0.209315565132255,0.837704784983701,1,-4.62056457218428
"CHRNA10",-0.548007640987819,2.244581653326,-0.522090645624967,0.611086629535822,1,-4.6142898922584
"CHRNA2",2.09351579283238,2.8749956598838,2.87237133495841,0.0139976831713166,1,-4.48263539443232
"CHRNA3",-0.287302852613663,1.75710364871942,-0.416590355777147,0.68431524483506,1,-4.61697802111317
"CHRNA4",-0.259471236657561,1.03539210737791,-0.423298681208217,0.67954697335041,1,-4.61682394341755
"CHRNA5",-0.287541960110483,8.87166985549195,-0.649191386789705,0.528415438762261,1,-4.61032733745976
"CHRNA6",0.73272605394203,1.66448843303529,0.785264680047219,0.447489211000364,1,-4.6052697110124
"CHRNA7",0.0753809702481301,0.614069390496007,0.215640414855232,0.83288113927789,1,-4.6204895060824
"CHRNA9",-0.916181581421921,2.15211874295368,-1.68045613285623,0.118629108831573,1,-4.55713119781914
"CHRNB1",0.526003925944942,5.53929899440895,1.96662468199147,0.0727275857300373,1,-4.53893209522263
"CHRNB2",-0.165973508791604,0.137885684226872,-0.489303624013314,0.633427260985422,1,-4.6151853036189
"CHRNB3",0.495199124467089,0.812121919351719,0.628057300502372,0.541706823706431,1,-4.61103896299724
"CHRND",-0.0221121365122397,0.194805918504405,-0.0745076510138381,0.941831156380431,1,-4.62163670846279
"CHRNE",0.751915220364615,2.88145586361432,1.33848299672027,0.205487961083164,1,-4.57777610808934
"CHRNG",-0.208908918830959,2.92166246787787,-0.218707522330298,0.830544551949112,1,-4.62045231184799
"CHST1",-0.723613523486254,1.04353988594688,-0.904016427465921,0.383734043336461,1,-4.60022804335798
"CHST10",-1.18477857412928,4.39834617532107,-1.61565242978341,0.132076740958258,1,-4.56116882053157
"CHST11",0.465534447608731,0.726616130406973,0.69414962674588,0.500774688797944,1,-4.60874601489424
"CHST12",-0.395634804229884,6.20670699644388,-0.854952390497824,0.409282745932257,1,-4.60237806208502
"CHST13",-1.80903829581443,3.60437435323433,-1.86649743664047,0.0865290148594409,1,-4.54534570474175
"CHST14",0.389727112276126,6.2500004477757,1.46517017832105,0.168517893015578,1,-4.57034163650532
"CHST2",-0.110999863580168,0.999399607683349,-0.11696380756538,0.908818879776737,1,-4.6214083650063
"CHST3",-0.176912036496509,5.66168792655062,-0.312966388847675,0.759665783663189,1,-4.61905890550095
"CHST4",-0.00886826258900516,7.3493141790607,-0.0219932292438069,0.982813967386144,1,-4.62177920933399
"CHST5",-0.13795743571996,0.634147588093833,-0.314736032880209,0.758354377994375,1,-4.61902814742153
"CHST6",-0.213049974523481,8.81032895647051,-0.332750776604031,0.745049748717218,1,-4.61870549641101
"CHST7",0.164001222273781,6.92231123655558,0.682097289733288,0.508098898744457,1,-4.60917883301421
"CHST8",0.492225088280397,1.0065521395597,0.672468492248722,0.513995658897811,1,-4.60951995830524
"CHST9",-0.0983280374252858,10.9353325594516,-0.240802708372128,0.813763277752452,1,-4.62016910774919
"CHSY1",-0.183235546214638,8.3745399574748,-0.640804792982241,0.533667326544566,1,-4.61061218717357
"CHSY3",-1.30457803054395,2.7823720316973,-1.19242009406434,0.25608816222855,1,-4.58592097366146
"CHTF18",-0.67649043085401,4.57384250819591,-1.13736750412749,0.277533040937614,1,-4.58885003838487
"CHUK",0.0942007862847315,7.2965527056578,0.383761222414992,0.707852230367327,1,-4.61769838414458
"CHURC1",0.282902283181344,8.55832637248356,0.682109430445029,0.508091489019028,1,-4.60917840027792
"CHX10",2.7312130624921,2.79697798367504,3.96332337337465,0.0018733924012165,1,-4.42726467075022
"CIAO1",0.0522676019304963,8.69558603850263,0.280929734585757,0.783537858138694,1,-4.61958659713198
"CIAPIN1",-0.0933305957335107,5.8298734776301,-0.268853647565843,0.792597914378488,1,-4.61977111429556
"CIB1",-0.0513556484259426,13.3593053633979,-0.154497805177806,0.87977914017867,1,-4.62112258378092
"CIB2",-0.406978625188603,2.35640307278256,-0.54553916298603,0.595354312011859,1,-4.61361701888906
"CIB3",0.00520170593937683,1.67456212457575,0.00671038793688873,0.994755927966141,1,-4.62179155009608
"CIB4",0.0628870920102149,0.0326529131591501,0.336647579574203,0.74218288624338,1,-4.61863342392948
"CIC",-0.440313961225978,5.86355109595398,-0.760111626095743,0.461826292200556,1,-4.60626472298809
"CICE",-0.605329303648536,5.25096019307049,-1.48902801885744,0.16222304101524,1,-4.568909496697
"CICK0721Q.1",1.11230220742316,1.39185490073732,2.13345739932552,0.0541659438090881,1,-4.52822351969525
"CIDEA",0.655788130640207,0.419555270298175,1.30386346849615,0.216680026919086,1,-4.57975168812275
"CIDEB",-0.500854460915532,6.25548403686007,-0.67538596918057,0.512204735518674,1,-4.60941703800507
"CIDEC",-1.04353860795504,1.68633209744035,-1.38564023892783,0.191009855055375,1,-4.57504452985752
"CIDECP",-0.139270065004413,1.54361352544411,-0.176887661054598,0.862539961570938,1,-4.62091477346207
"CIITA",-0.718313163912782,2.5786143245019,-0.619099051404147,0.547397147036264,1,-4.61133438059937
"CILP",0.28885801870158,1.60503058460527,0.32838454905812,0.748266705877142,1,-4.61878528938266
"CILP2",0.125862653621403,0.244657072868184,0.314656115734108,0.758413584206732,1,-4.6190295400773
"CINP",-1.04914301630932,1.57849977187686,-1.35278148964001,0.201005686903237,1,-4.5769526678584
"CIP29",0.231306051942011,9.6689891276564,0.88701674316497,0.39245910394437,1,-4.60098333540193
"CIR",-0.552763921577036,5.37261738131176,-1.34139608179935,0.20456817859486,1,-4.57760869314793
"CIRBP",-0.124886121627909,11.2718424872977,-0.424980021157811,0.678354132830358,1,-4.61678496240994
"CIRH1A",0.244974711838564,8.29163860768301,0.890454765755112,0.390683665416228,1,-4.60083146078978
"CISD1",0.0163349495298994,10.5312987093624,0.0778146678285784,0.939254854243621,1,-4.62162255014252
"CISD2",0.245253624663859,5.89295676607107,0.678403342996072,0.510356359399731,1,-4.60931019184181
"CISH",0.178292703417385,2.68999414515981,0.248338354485985,0.808061496901368,1,-4.62006640624609
"CIT",0.413143845135696,0.254340586781354,0.844700259964188,0.414762743294022,1,-4.60281561417995
"CITED1",-0.272254556643863,0.534477392603834,-0.462597642933795,0.651908848182091,1,-4.61587494106482
"CITED2",-0.268733772198302,8.20598091022478,-0.902282395096334,0.384617854587486,1,-4.60030558146374
"CITED4",0.233293583310193,8.73399140810815,0.730598730289088,0.479012997914632,1,-4.6073981477694
"CIZ1",-0.261018480047433,1.67645003912067,-0.400836773302508,0.695568577465066,1,-4.61733069576677
"CKAP2",-0.11423513577588,5.52136681466785,-0.221801478379114,0.828189223476597,1,-4.62041426809232
"CKAP2L",-0.0509317249471301,4.02016739596249,-0.0491695036482663,0.96159118773242,1,-4.62172481416149
"CKAP4",-0.174034628711424,9.19764464552662,-0.668236597243698,0.516599974937922,1,-4.60966856714357
"CKAP5",-0.20414702196561,8.20540564244872,-0.958537236338692,0.356661884611322,1,-4.5977340241181
"CKB",0.128434128202367,9.41784029783124,0.354820055118576,0.728867364706163,1,-4.61828666009668
"CKLF",0.103128861412321,7.72352882696213,0.268082349703576,0.793177670410689,1,-4.61978263051961
"CKM",0.0921164987725396,2.61908803537269,0.0719631236230955,0.943813917368558,1,-4.62164718458851
"CKMT1A",-0.480938651781695,7.29885994087132,-0.735663817683805,0.476035584970539,1,-4.60720627361559
"CKMT1B",0.190025743944691,6.37410582647187,0.438506109055242,0.66879125328617,1,-4.61646607858101
"CKMT2",-0.56550651606919,0.869563084542769,-0.646133496591707,0.530326917312895,1,-4.61043157136814
"CKS1B",0.0521783396880834,8.15144892141295,0.118929502507636,0.90729422844202,1,-4.62139534912249
"CKS2",0.137277904176113,7.37024965758245,0.22043977259285,0.829225632572526,1,-4.62043107664591
"CLASP1",0.0344127001767039,7.66661866964093,0.138283292039442,0.892304424250979,1,-4.62125567710946
"CLASP2",-1.57777425379581,3.86884211982439,-1.57772960386973,0.140549522464268,1,-4.5635096067104
"CLC",1.63161707591244,1.10761723272779,2.52952943714825,0.0264010700938727,1,-4.50321285440791
"CLCA1",-0.444105190298879,0.368948927325223,-0.801403343815793,0.438442218895035,1,-4.60461748761282
"CLCA2",-0.52434497941294,9.06984606286938,-1.28871655134335,0.22173021354391,1,-4.58060768820153
"CLCA3",-1.40005671231437,1.95890323897183,-1.67829023561334,0.119058289361638,1,-4.5572668389654
"CLCA4",-0.49429697616568,7.08576251741267,-0.673244233346467,0.513519103568119,1,-4.60949262968311
"CLCC1",0.344597100562136,5.90245014678329,1.31557678054485,0.212838993758531,1,-4.57908619611604
"CLCF1",0.211676075869018,5.02345211979919,0.259037181791524,0.799986130908176,1,-4.61991526987549
"CLCN1",0.132908177181992,0.833435864340246,0.169707881612008,0.868060481298045,1,-4.62098444307392
"CLCN2",-1.25380655314067,1.52057313210423,-1.67991963522212,0.118735290222303,1,-4.55716480061453
"CLCN3",-0.0202970185863948,6.60624920651824,-0.0686884256863614,0.946366222541628,1,-4.6216601321401
"CLCN4",0.521271332169326,0.667280715313355,0.80011859842965,0.439158049105059,1,-4.60466980001909
"CLCN5",0.700618291976121,2.02890399043983,1.04980551841555,0.314441598283365,1,-4.59332754228294
"CLCN6",-0.647040938651339,4.31295254092181,-0.87277036891172,0.399874845539,1,-4.60160788917593
"CLCN7",-0.214597829691058,9.86457917505104,-0.728365738047171,0.480329256859116,1,-4.60748238611267
"CLCNKA",-0.362517946533081,6.52328507981312,-0.474112797516329,0.643909312356597,1,-4.61558198622508
"CLCNKB",-0.91495597463886,2.6045473807336,-1.04730372622775,0.315547524210643,1,-4.59345199887214
"CLDN1",-0.774921517259753,10.1529136323318,-2.75338050518161,0.0174585122166126,1,-4.48963196897404
"CLDN10",-0.368369556006087,7.92652634215954,-0.588278196611762,0.567226843414409,1,-4.6123220962044
"CLDN11",-0.0173596731697369,3.89809204071646,-0.0226577771048524,0.982294768706473,1,-4.62177837461116
"CLDN12",-0.138101073840785,8.02654450758852,-0.571228610114012,0.578361216480668,1,-4.61284917943035
"CLDN14",0.238361155444063,5.89696187624362,0.778185576588246,0.451495161123519,1,-4.60555241548582
"CLDN15",0.409124206568752,4.6530262427006,1.39356447104119,0.188661935654101,1,-4.57458116880484
"CLDN16",0.045455200909621,3.77025077141849,0.0872458507538449,0.931911618882956,1,-4.62157880309559
"CLDN17",0.255982364244013,1.71972254514436,0.35404936948953,0.72943023509303,1,-4.61830172175289
"CLDN18",0.347578066363005,1.93187146622198,0.471821535976617,0.645497379501555,1,-4.61564081142001
"CLDN19",-1.08111093905593,2.19338534434655,-1.54935871508506,0.147192809445074,1,-4.56524883583054
"CLDN2",0.60203550551384,1.01117454190175,0.842890952363941,0.415734921821025,1,-4.60289240610062
"CLDN20",-0.346720546082829,3.22980365352862,-0.386333209909772,0.705996411709168,1,-4.61764397557365
"CLDN22",-0.167497145192364,5.04461919608368,-0.205255977873745,0.840804474898651,1,-4.62061159235775
"CLDN23",0.278212431681322,9.27736091546178,0.611629802182913,0.5521670601205,1,-4.61157783979567
"CLDN3",0.273080554744204,8.45280300459444,0.642891099672101,0.532358053228104,1,-4.61054162711108
"CLDN4",-0.572507950463033,2.62714404297345,-0.560672486551062,0.585312724201071,1,-4.61316854735041
"CLDN5",1.01061896254695,4.02244406701627,0.787743634885684,0.446091816243543,1,-4.60517022350209
"CLDN6",0.0129891726655252,0.37898481190819,0.0214244267479195,0.983258368559695,1,-4.6217799040616
"CLDN7",0.25603734175377,10.9732167932285,0.908792943169086,0.381306783121217,1,-4.60001388110445
"CLDN8",-0.167752101537037,7.00070566692225,-0.323932293034914,0.75155214961575,1,-4.61886560657365
"CLDN9",1.10574992300864,4.19746416896969,1.53461667224926,0.150750506905977,1,-4.56614824400087
"CLDND1",0.00888002865088524,8.42384942613674,0.0257665196502799,0.979866083421007,1,-4.62177413987341
"CLDND2",0.563626699009325,5.3723735469396,0.580321265612765,0.572408748609119,1,-4.61256980689103
"CLEC10A",0.640916109537717,2.24384265849279,0.838658661381827,0.41801494521112,1,-4.60307153237661
"CLEC11A",0.638970260759791,4.67702795283148,1.0683055356225,0.306352814922644,1,-4.59240106687466
"CLEC12A",1.9150112139195,1.75432588365621,3.30774873867038,0.00623139724685479,1,-4.45856932434273
"CLEC12B",0.477836472181591,0.850467139848754,0.582579057180546,0.570935797912678,1,-4.61249982460552
"CLEC14A",0.819831925717004,2.43365304921767,0.552017121910669,0.591045054316008,1,-4.61342640360719
"CLEC16A",-0.584387434931915,7.95970524552006,-1.80826275532118,0.0956148359570428,1,-4.54905863979101
"CLEC1A",0.656906004162282,1.01377044086386,0.849203759365811,0.412349512350844,1,-4.60262391523022
"CLEC1B",0.185542307742351,0.321346719404693,0.367832352565111,0.719388977510849,1,-4.6180276203352
"CLEC2A",-0.672157060755585,2.63285562326902,-1.07165477207269,0.304905191095149,1,-4.5922321897775
"CLEC2B",1.02549346135875,3.8375239406444,0.720659918312685,0.484888581198829,1,-4.60777142699397
"CLEC2D",-0.244299531210025,10.3024013836341,-0.825051498575635,0.425401586316653,1,-4.60364262936843
"CLEC2L",0.833531666304319,0.407803935844684,1.88750192713039,0.0834494262213884,1,-4.54400279459678
"CLEC3A",-0.711204429344039,1.71017523962137,-1.06401833979674,0.308213339653184,1,-4.59261672743298
"CLEC3B",1.33207860694121,2.37417106319455,1.60176653313421,0.135126040579417,1,-4.56202795466419
"CLEC4A",-0.060062018017834,3.81732776604268,-0.0795062880286004,0.937937288042248,1,-4.62161507061497
"CLEC4C",1.20250179044208,1.53342567950028,1.56801840781252,0.142793666858951,1,-4.56410613526788
"CLEC4D",0.168671809138879,0.361403606404816,0.359443908443593,0.725493807056353,1,-4.61819563565067
"CLEC4E",-0.206544294913557,0.752261400674936,-0.319898294331804,0.754533348049928,1,-4.6189374635566
"CLEC4F",-0.989749031388545,2.59600256748238,-0.928460311758863,0.371424785626393,1,-4.59912320452416
"CLEC4G",-0.230392101054794,0.556267023750584,-0.362142776114183,0.723527486945038,1,-4.61814198405576
"CLEC4GP1",-0.297576919755859,0.627829083060855,-0.464311146471219,0.650715583261076,1,-4.61583177272605
"CLEC4M",0.361563102614309,0.345696967385484,0.734436106350221,0.476756218414428,1,-4.60725288279461
"CLEC5A",0.390117462493822,0.786054778830568,0.642623194204459,0.532526076017066,1,-4.61055069899997
"CLEC6A",-0.549691123934194,0.540906499214311,-0.919787298059071,0.375760324920085,1,-4.59951772796684
"CLEC7A",-0.282485545344797,1.26618674049042,-0.379915337382946,0.710630885573042,1,-4.61777909484965
"CLEC9A",0.0380512255611205,0.742896166180127,0.0604258907621169,0.95280875294871,1,-4.62169012468274
"CLECL1",-0.687824121666337,1.21230845723422,-0.603144947946813,0.557613374393556,1,-4.61185123605608
"CLGN",-0.493446759810582,2.84397045782921,-0.538629373752401,0.599968603145385,1,-4.61381809279045
"CLIC1",0.427309679469295,11.2549009801028,1.80691572872242,0.0958348512911421,1,-4.54914431534101
"CLIC2",0.683303323643052,1.7483372663552,0.810878344155984,0.43318637939918,1,-4.60422960904577
"CLIC3",0.577823860204783,5.54108292939386,0.604937460998218,0.556460328598899,1,-4.61179375969196
"CLIC4",-0.285265164782015,5.15150823163794,-0.779640305249059,0.450670088784179,1,-4.6054944904717
"CLIC5",0.1346999900934,4.79305147353149,0.20468013025185,0.84124438930487,1,-4.62061818855844
"CLIC6",-0.104031062140497,11.8256911957712,-0.287153959002827,0.778880960682775,1,-4.61948840856774
"CLINT1",-0.286539996750604,10.2937776802923,-1.0446409926174,0.31672775880392,1,-4.59358424192602
"CLIP1",-0.2563567737317,7.84671132905225,-1.07749212238112,0.302394397052145,1,-4.59193702330737
"CLIP2",-1.02363704532692,3.15817325487741,-1.06881068157143,0.306134149603392,1,-4.5923756184948
"CLIP3",0.351380189071135,4.47100675921731,0.499958598763672,0.626124130272683,1,-4.61490017359513
"CLIP4",-0.690966242819819,5.36896955473563,-1.20812629511557,0.25021379890711,1,-4.5850702951084
"CLK1",-0.803209945157373,7.40992537526277,-2.70021583626056,0.0192660908758664,1,-4.49281034221231
"CLK2",-0.15757143106499,5.53714529274225,-0.387666507328854,0.705035145739566,1,-4.6176156344122
"CLK2P",-0.483583707843539,1.57970541463356,-0.576672257351081,0.574793608886838,1,-4.61268239744907
"CLK3",0.012881291298924,6.37696483501228,0.0521855496119411,0.959237448464275,1,-4.62171621764629
"CLK4",-1.52858709172776,5.60337515528814,-2.92283917603618,0.0127440346357339,1,-4.47971924598788
"CLLU1",-0.334489478172032,0.407206425059931,-0.632141517169029,0.539123605010698,1,-4.61090304281788
"CLLU1OS",0.183867962431144,0.291814258668965,0.395485026860158,0.69940897888085,1,-4.61744757161086
"CLMN",0.210849573651676,4.03968192110984,0.266615732099286,0.794280428349697,1,-4.61980443937503
"CLN3",0.154750372842253,6.72857644521856,0.419324517507297,0.682370074720183,1,-4.61691550296836
"CLN5",0.0517970357064694,8.00757935627128,0.172850353428473,0.865643327771891,1,-4.62095430158864
"CLN6",-0.798157598559437,4.37172580739955,-1.10581842134387,0.290430839813325,1,-4.59048990578007
"CLN8",-1.28288091822717,3.65616606791281,-1.34069601429173,0.204788910297915,1,-4.57764894236373
"CLNS1A",0.0085331726440016,9.68007082066663,0.0355971573170915,0.972187467470716,1,-4.62175717131296
"CLOCK",-0.26085451064035,2.54013303166601,-0.264493186692207,0.795877203838136,1,-4.61983579495029
"CLP1",0.370557231606913,6.25648071136245,1.02159224596213,0.327080569912615,1,-4.59471936498477
"CLPB",-0.910624942430104,1.60638364396525,-1.35674299503962,0.199778163666441,1,-4.57672377613029
"CLPP",0.589464592563388,7.12328673895064,1.92227889702247,0.0785699016851061,1,-4.54177602846186
"CLPS",-0.0851056757624795,0.593061311682855,-0.169372927579918,0.868318206731342,1,-4.62098762352717
"CLPTM1",-0.121818415420064,9.38543131762809,-0.394124956925029,0.700386352400147,1,-4.61747703615704
"CLPTM1L",-0.0527225191202465,9.5197599557225,-0.219857760838149,0.82966871056126,1,-4.62043822977213
"CLPX",0.0721724912305946,6.52630644223524,0.26173728702949,0.797951886900848,1,-4.61987614125047
"CLRN1",-0.357263580437541,1.21043768448387,-0.477367885000047,0.641656373751254,1,-4.61549796121958
"CLRN3",0.0476925736389779,0.155504798751123,0.181359775186957,0.859105167756016,1,-4.62086993385538
"CLSPN",1.57807929872377,0.759637289407095,2.42889773219589,0.0317519408736838,1,-4.50947102892643
"CLSTN1",-0.484577530397391,10.0253681489226,-1.03986358064748,0.318853491546987,1,-4.59382093867405
"CLSTN2",1.44897024176704,2.53612601312261,2.62728375013091,0.0220481572709348,1,-4.49721974608358
"CLSTN3",-0.755287419772782,2.82466831741492,-0.848236576142007,0.412866990685568,1,-4.60266515204599
"CLTA",0.359985962798288,9.25458149448585,1.84378706763675,0.0899747837376185,1,-4.54679563186876
"CLTB",0.314699377732548,8.82327507073744,1.04369822622852,0.317146414636585,1,-4.59363100936929
"CLTC",-0.325485405152531,4.98658837726485,-0.484384966969874,0.636812323005272,1,-4.61531501390736
"CLTCL1",-0.182106595921539,1.54484495708202,-0.22291513195175,0.827341860494879,1,-4.62040044571207
"CLU",1.06900353942957,0.518866112639643,1.44172854976884,0.174903073464017,1,-4.57173956369644
"CLUAP1",-0.12396437514174,11.6519944926357,-0.42059026133766,0.681470389012918,1,-4.61688643030878
"CLUL1",-0.207410219593755,1.76165851727815,-0.274364555207559,0.788459355309841,1,-4.61968789121676
"CLYBL",0.133198960907033,5.96539393373291,0.460999353597048,0.653022786978561,1,-4.61591507272905
"CMA1",1.14038616090698,0.953058631787664,2.17826201455036,0.0499967680711928,1,-4.52535434767218
"CMAH",-0.55164960324577,7.51305159196721,-1.10784306722486,0.289589669623342,1,-4.5903855462587
"CMAS",-0.344028959006543,8.58681255052144,-1.22913619360006,0.242522422358753,1,-4.58392236376169
"CMBL",0.246199538740847,8.32890161272151,0.794196505783089,0.442467485393197,1,-4.60491006398393
"CMIP",-0.0284394809080501,8.14705148360994,-0.07048590232062,0.944965187331544,1,-4.62165309977083
"CMKLR1",1.29082729869637,1.88427210625877,1.86245674620579,0.0871331817616703,1,-4.5456038438299
"CMPK1",-0.0345716097859682,9.08555090426495,-0.121687493121941,0.905155700472782,1,-4.62137672304501
"CMPK2",-0.306591119758667,0.929648192336959,-0.532616750791259,0.603998588381168,1,-4.61399116446908
"CMTM1",0.42212459825296,1.13051749732846,0.655582325251742,0.524433300591837,1,-4.61010811245405
"CMTM2",0.928086500822723,0.454886111514336,1.81531427770162,0.094470505283064,1,-4.54860997065961
"CMTM3",-0.186117562907693,4.90130438242501,-0.31234356835292,0.760127514548425,1,-4.61906969074741
"CMTM4",-0.406557265432165,7.39244845431285,-1.10994139857258,0.288719840347576,1,-4.59027726008614
"CMTM5",-0.431764180447872,0.358696396064386,-0.836558337325564,0.419149514215167,1,-4.60316016329574
"CMTM6",-0.219762235887121,9.14567548393253,-0.53899662976321,0.599722893834112,1,-4.61380746422152
"CMTM7",-0.294626179579519,8.7181455023842,-1.43372740698129,0.177128614153289,1,-4.5722145320277
"CMTM8",-0.0811807332062609,8.66820285894313,-0.270913279390854,0.791050400598284,1,-4.61974020365695
"CMYA3",1.02912390124074,0.804289193639923,1.84157755610844,0.0903165888714015,1,-4.54693657149953
"CMYA5",-0.100339072783378,6.97970291939127,-0.473669769964054,0.64421623078517,1,-4.61559338102792
"CNBD1",0.156538717155578,0.0812797185230889,0.792016983155102,0.443689509599811,1,-4.60499812703824
"CNBP",-0.258964585594662,8.97734496379132,-0.531126251544463,0.604999721418063,1,-4.6140337946435
"CNDP1",-0.731701907029955,1.94552082734988,-0.729798883911854,0.479484219476196,1,-4.60742834625269
"CNDP2",-0.141209961698775,12.0191204616521,-0.488387267977404,0.634057251969718,1,-4.61520956074133
"CNFN",0.653895551499864,7.4204225042969,2.09709735465953,0.0577873677535297,1,-4.53055542160958
"CNGA1",0.125156717862706,0.877135881924576,0.191692715753803,0.85118060611138,1,-4.62076209672195
"CNGA2",0.6070986297616,0.543333390409001,0.86409307624419,0.404438011773857,1,-4.60198449264863
"CNGA3",0.393776808788984,1.82109253243467,0.6153659693306,0.549778240778335,1,-4.61145638534973
"CNGA4",-0.699556378775921,3.54455152811626,-0.949576432641186,0.361016007929489,1,-4.59815128102893
"CNGB1",-0.294035525047867,3.29543004942912,-0.369921757265042,0.717871496999526,1,-4.61798519391657
"CNGB3",0.578351358770851,0.36079664977255,0.866882108399211,0.402967509296986,1,-4.60186376182184
"CNIH",-0.0946399687264297,8.37473192734772,-0.230661644042783,0.821453987035783,1,-4.62030241413468
"CNIH2",0.398693954971248,4.91778930569033,0.703683831457314,0.495025735898582,1,-4.60839906627724
"CNIH3",-0.902131454264021,1.02826790690142,-1.57579076214375,0.140995108288332,1,-4.56362880132836
"CNIH4",0.174111305888468,8.67248651765053,0.474757452276782,0.643462834067728,1,-4.61556538784291
"CNKSR1",0.235479645127963,4.2338066715084,0.384194827355017,0.707539224810371,1,-4.61768923580402
"CNKSR2",0.741773661597199,0.640431592425655,1.11066745190223,0.28841932975356,1,-4.59023976107489
"CNKSR3",0.102158518262518,8.30650883682407,0.355115410527054,0.728651695538715,1,-4.61828087957933
"CNN1",-0.440882957412857,2.64225937993533,-0.343245304893284,0.737338180980612,1,-4.61850955455959
"CNN2",0.101959604828657,8.07849984324387,0.349527150215285,0.732736346650211,1,-4.61838946667109
"CNN3",0.124476977041375,10.5339746524071,0.514447981936335,0.61625898544805,1,-4.61450337394003
"CNNM1",-1.22407476241582,3.33167148412617,-1.51108314600606,0.156582919099332,1,-4.56757754835221
"CNNM2",-0.0651250474762991,1.55260395135826,-0.0763165315737655,0.940421876919479,1,-4.62162904013314
"CNNM3",-0.087817396612225,6.31286748789512,-0.177188912559392,0.862308493214933,1,-4.62091178777219
"CNNM4",-1.35044651341372,4.45582604817075,-2.61599096226594,0.0225127560798112,1,-4.4979073765404
"CNO",0.148193998469037,7.38714852020439,0.475879189411786,0.642686282004352,1,-4.6155364557779
"CNOT1",-0.327736614210717,9.33759023631895,-1.14208933831103,0.275641074521732,1,-4.58860212616758
"CNOT10",-0.0308275246924963,7.16482466328428,-0.118463680979756,0.907655498818886,1,-4.62139845309106
"CNOT2",-0.217370688084925,7.47719924676844,-0.697203136868207,0.498929138693553,1,-4.60863533495114
"CNOT3",0.164721218507962,7.03841743440237,0.454669388737189,0.65744306216005,1,-4.61607273957995
"CNOT4",-0.159797463768759,6.54669877900821,-0.606728523860604,0.555309527576612,1,-4.61173617910736
"CNOT6",-0.170364298383507,8.25551113949387,-0.60530430702022,0.556224514331553,1,-4.61178197828319
"CNOT6L",0.142088110950138,4.13142262159527,0.496951331698923,0.628181227620813,1,-4.61498122245446
"CNOT7",-0.100923334904416,6.66764538657995,-0.239850889391632,0.814484264078746,1,-4.62018185902818
"CNOT8",-1.15850041154165,6.15528017010471,-2.33587097289167,0.0376193148208033,1,-4.51532443402087
"CNP",-0.456201683136118,1.49870813451508,-0.588305781929472,0.567208922831886,1,-4.61232123220171
"CNPY3",-0.422377283931185,6.31573617714448,-1.35994789287063,0.198789609574631,1,-4.57653836481787
"CNPY4",-0.117127233754569,3.72203598112232,-0.307023619636736,0.764075399211386,1,-4.61916096662961
"CNR1",0.502258476336473,1.35097503315651,0.593674499820162,0.563727016791876,1,-4.61215239160757
"CNR2",-1.13236912605625,2.05947621746069,-1.43822059827853,0.175875907507449,1,-4.5719479434345
"CNTD1",-0.457455212300959,4.40757249261073,-0.350042981455672,0.732358947378195,1,-4.61837951270561
"CNTD2",0.434503679964572,1.79238600200995,0.445047008892912,0.664188402816031,1,-4.61630850971303
"CNTF",-1.34720651275597,1.83725437547157,-1.58312763151758,0.139315371807591,1,-4.5631774977061
"CNTFR",-0.0707696489120372,0.751738081145246,-0.113156477652964,0.911773031082365,1,-4.62143296100138
"CNTLN",-0.0630377847205708,4.44956530157818,-0.124756124828192,0.902777216546566,1,-4.62135549965304
"CNTN1",0.222802315155973,0.522607098114825,0.487856726255299,0.634422134139496,1,-4.61522358565379
"CNTN2",0.43794855412421,0.511222018151591,0.783688624561662,0.448379097491346,1,-4.60533283055697
"CNTN3",1.01645141311461,3.80071470340645,0.951501144978774,0.360077614472493,1,-4.5980618973806
"CNTN4",0.133696581527042,0.457561554083686,0.191353274853889,0.851440666676578,1,-4.62076573301551
"CNTN5",-0.57781788377629,0.353832471786696,-1.41469059200701,0.182519496395503,1,-4.57334000380528
"CNTN6",-0.582682641471058,1.73703823667856,-0.899586004425533,0.38599495478385,1,-4.6004259291927
"CNTNAP1",0.232428067575504,2.18149808114828,0.209919684045724,0.837243752769143,1,-4.62055749736698
