Gene_Symbol,GSM1289627,GSM1289628,GSM1289629,GSM1289630,GSM1289631,GSM1289632,GSM1289633,GSM1289634,GSM1289635,GSM1289636,GSM1289637,GSM1289638,GSM1289639,GSM1289640,GSM1289641
7A5,-0.6674405,-7.711734,2.269643,0.7274963,2.871849,2.691607,-3.063187,-2.324873,8.050809,3.37392,-1.221049,3.530626,1.42676,-1.674143,-0.01280847
A1BG,0.018594499999999847,2.636583,1.54491291,3.290218,3.5437545,4.4858484999999995,0.048993000000000064,1.7648643000000002,7.9436860000000005,4.4620925,1.635046,2.1530095,7.9199639,2.1471475,8.608127999999999
A1CF,-1.7603929666666664,-1.444649,1.1986491333333333,-1.1404903,-2.7072523333333334,1.6619408333333334,7.517868,2.7156814666666667,-0.34465653333333335,-1.0069036333333334,1.8480290666666666,-3.6876296666666666,0.6123850000000001,0.035558233333333224,-1.1557009666666667
A26A1,2.5420925,8.6412075,-0.93516095,-2.421552,5.970945,3.97274,0.03597949999999983,3.8796055000000003,3.7167005,6.341759499999999,1.705232,4.3647205,2.1183765,5.914466000000001,5.2306915
A26B1,-5.858763,8.214137,3.166325,-2.24366,-3.857441,5.852096,9.132303,-3.054482,0.7435799,-1.264384,-1.656663,-2.030003,-5.441224,-1.358985,2.683927
A26C1B,1.352218,0.8986577,-0.2661102,2.067921,4.648126,4.925025,5.927345,0.9198151,6.029552,7.724391,-2.097307,4.207991,0.2010478,5.32561,6.91712
A26C3,0.6809050000000001,3.4436933333333335,2.0333553733333334,9.854493333333332,-3.6009495,1.7334416666666668,2.1051032700000003,1.8950813333333334,5.238143333333333,3.667469,2.9842720000000003,3.5317266333333333,4.043765033333333,5.174415433333333,1.5243380999999998
A2BP1,2.67069685,3.347477,-2.1706340500000003,0.9764792250000001,4.28716255,0.6985952499999999,2.5509905,1.7725964250000001,-2.4358560249999996,-3.6105085,-2.468194125,-2.19082475,-4.329903,-4.2398223,-0.5472904999999999
A2M,27.39845,81.48177,170.7616,128.9288,248.3544,300.5526,755.5007,161.9122,76.80872,2.249305,131.1657,70.70097,117.9327,49.6092,180.3624
A2ML1,-2.615345,11.20338,4.226042,-3.421669,8.345075,15.60095,14.65761,14.00462,5.19747,26.75298,6.803667,1.377994,0.5606669,11.38715,21.17934
A3GALT2,-1.8623596999999998,-3.0465369,1.46637835,2.90754365,10.2353925,-1.1739255,-1.5566118050000002,1.1901665000000001,-0.8383674999999999,-0.24902049999999987,0.09020399999999995,-3.95093,-2.3573229,-0.39391699999999985,1.5715830000000002
A4GALT,216.0133,531.0181,150.2283,185.9387,154.6604,332.8916,288.9079,239.665,317.1546,360.2021,898.9005,150.6374,177.5268,314.3791,640.3178
A4GNT,4.279006,2.258045,-0.9284518,-2.251532,4.648478,9.459328,5.504083,0.4773038,2.056235,1.443029,-5.065332,-2.529425,2.062906,-6.230019,-1.892461
AAA1,1.5137486,-1.7789687600000001,1.074096024,-0.4477695999999998,1.2801144000000002,-1.0257163200000001,0.05027732399999998,9.678313200000002,1.8860197200000002,0.2945098200000002,1.82207916,0.17776618000000005,1.3371451999999997,-0.30411080000000007,1.0046713999999999
AAAS,11.37732,18.8712,14.49744,5.666206,-2.131281,20.7324,26.0176,8.027466,8.586477,15.01229,19.88555,21.91732,17.74539,11.68091,43.88528
AACS,88.98298,168.9319,105.7654,42.83836,112.8958,178.0117,99.15232,144.6211,99.76417,111.758,192.1198,108.4306,117.5135,133.3318,120.4248
AACSL,-0.3527247,1.433425,-0.03590494,2.056029,-0.2601344,-1.428198,30.61592,0.1533859,-2.750436,-3.859072,1.980459,1.852235,-2.426357,0.6123098,1.431656
AADAC,151.8458,87.21357,83.91413,68.97137,153.9471,55.80689,32.13352,124.8528,48.00396,80.57359,49.96079,129.606,127.6643,131.5618,101.1806
AADACL1,89.95965,59.0466,70.644545,65.18166,55.71383,54.78129,77.00524,69.755635,76.99846,83.80530999999999,74.89381,102.89808000000001,79.22791000000001,40.46568,60.457815
AADACL2,-4.6398,2.257019,2.943125,15.49207,11.90274,9.646085,12.83516,21.38722,2.908847,8.964236,2.292536,6.886805,6.043082,11.07462,14.30647
AADACL3,-0.3532359,1.424687,0.9123899,7.592813,10.82168,-2.15655,1.641479,8.204801,-1.155741,4.223123,2.768702,15.24323,4.025397,3.254835,9.543007
AADACL4,-4.645909,14.42222,-9.292085,-2.248905,4.646179,-2.157161,4.979506,-4.577406,-5.021297,6.154242,-3.072954,-2.047589,-10.37432,-6.940976,-0.3415843
AADAT,15.9409594,6.489378,17.30216875,10.51886525,16.73948125,3.4682726300000004,15.264269305,7.16066685,17.2341142175,10.434284775,11.394789,10.48628125,12.715777749999999,8.953174075,8.241172925
AAK1,7.371506433333334,2.1605083333333335,6.864162,1.8335326666666667,2.8675533333333334,9.823942333333333,2.7972210000000004,-0.6430109999999999,3.1159393333333334,6.0576110000000005,8.469218666666666,0.3758147666666665,8.100147333333334,5.506401666666666,2.6203088
AAMP,57.41237,89.93537,111.3375,95.67927,94.60787,155.0564,195.3535,42.20445,88.77882,103.5004,79.99196,47.9743,68.67692,82.19217,162.3019
AANAT,-6.385476,-0.9630246,-5.42938,0.2374697,-0.2626917,-1.410339,2.699628,-3.567089,-0.2555501,-2.097307,-3.081291,-2.090887,-0.4542547,-0.06591923,-5.379967
AARS,1035.215,909.0366,1131.72,1331.29,1147.15,1329.307,1386.226,747.715,1423.491,1099.851,1009.814,1141.739,1244.298,859.3422,887.7548
AARS2,30.16548,36.88848,35.88033,28.32563,13.96905,37.32082,69.17508,-2.759648,65.35114,33.03653,17.76041,34.50558,38.95329,16.85108,41.89783
AARSD1,131.4616,135.1984,140.5147,256.8937,284.2354,271.2242,224.0935,179.797,220.6467,167.4538,129.606,99.77331,98.83073,123.6604,213.7237
AASDH,91.7459,98.49543,75.63782,96.24012,39.14983,63.35154,54.18452,74.6919,106.6678,97.92294,106.4677,106.0994,110.1335,88.01571,58.73412
AASDHPPT,145.1506,122.92379,113.8606,58.783595,77.14285,39.974975,35.98592,174.06133,82.25358,90.478215,176.792725,174.46365,170.890635,125.34187,90.121955
AASS,12.834682999999998,5.773465,7.407004000000001,-2.184133,10.4807535,8.150207,4.69127,4.369758,16.668930500000002,12.498252,6.7131295,13.502415,12.106011,2.111164,10.3627535
AATF,174.8655,242.2907,261.1369,411.9716,296.8277,374.0096,319.9038,150.3169,209.2825,200.2517,194.8741,158.6387,207.5853,197.0769,258.0622
AATK,1.4644457666666668,1.4879367000000003,-1.8124733333333332,-0.3164577000000001,-0.6199421333333334,1.2886423666666666,2.8463333333333334,-0.1029786000000001,-0.7115167000000001,-2.2490075,-3.141106666666667,-0.8311976666666667,-1.1662113333333333,0.6213443333333334,-0.9286082333333333
ABAT,18.960374333333334,10.803674333333333,12.712950666666666,-2.2829866666666665,2.5812077666666666,3.531136333333334,0.9615358666666668,-1.0674236666666665,2.8175756666666665,2.6026855999999996,6.6462517566666675,14.585078000000001,23.220097,10.068076,-2.9111556666666663
ABCA1,79.76447,449.7851,204.9078,129.2844,101.1228,1388.596,323.4024,187.8325,159.8043,428.4803,685.9013,151.7673,228.6717,143.8576,325.2505
ABCA10,2.9958365,9.34291,0.8760085,6.581626,4.79696,10.135385,6.144278,2.84265755,14.907243,19.230660500000003,2.7422775,-0.8794174999999997,6.1535415,12.3977986,5.1587685
ABCA11,10.35062,14.41777,9.651004,5.665291,0.6346591,15.86333,2.883782,0.2271467,-1.410189,2.892639,1.404283,2.746058,3.914909,0.2094307,-0.5319145
ABCA12,17.073658000000002,5.122606500000001,1.5151087,2.1140375000000002,-3.825516,-2.06752,2.4187319,-1.6941060000000001,-1.2503775000000001,2.8148319999999996,-1.3003895,16.200388,-0.029598500000000083,4.6248137,-1.4516072000000002
ABCA13,2716.383,1513.501,2224.21,2338.433,2405.666,330.7345,664.5973,1262.995,3505.177,2819.654,946.1797,4851.681,1951.317,1151.893,446.8046
ABCA2,23.8628425,23.0639775,28.821199,32.94076,3.1750869999999995,18.490209999999998,50.3443515,-3.2197544999999996,46.492979999999996,12.565909000000001,5.502376699999999,14.552859499999999,8.3322395,2.23753485,8.20933705
ABCA3,10.06823,22.23935,18.564,3.511878,4.650567,15.88281,15.05068,1.335717,18.59551,9.36522,-0.8247551,12.5576,12.78803,3.084599,-5.453753
ABCA4,38.08807,50.83941,31.49843,105.2585,90.64693,44.85189,71.71678,92.04058,120.0389,115.2725,63.45441,115.1819,69.82568,98.49543,51.58012
ABCA5,27.790270000000003,12.961221333333333,41.76750666666667,30.381784999999997,8.516105,9.215423666666668,30.92020966666667,15.558709666666665,37.62176133333333,31.702988333333334,10.568029333333333,31.82204933333333,25.763606666666664,14.565962333333331,7.252450333333333
ABCA6,2.4578445,4.796062,10.200427,28.24174335,2.1975917000000003,9.325265,2.6059649999999994,-1.77707915,2.5824535,-0.9457938499999999,-0.37589550000000016,1.53078901,-1.1790657,-3.8101631,-1.25555435
ABCA7,16.637251666666668,37.8818829,56.99803166666666,191.4102856666667,97.03138133333333,65.29462266666667,91.60485800000002,38.14253633333333,233.20445299999997,68.31901816666665,32.59178443333333,50.1151228,57.903369,28.993039300000003,45.67275866666666
ABCA8,3.554545,8.929820999999999,13.4459259,5.257855,3.5285035000000002,11.054063500000002,19.968171185,7.716233500000001,1.0242534999999997,1.0923659999999997,5.8602514999999995,4.203614999999999,11.444888,6.2754183999999995,11.436282
ABCA9,4.08108015,0.031058000000000252,14.379855,-4.117974,8.233604,9.6106625,10.270057999999999,3.3811182,-1.4898817,-0.6824855000000001,4.6889685,2.8116685,1.60338735,-4.8260155,-2.068511
ABCB1,8.4705285,8.610033999999999,16.214665,13.9104715,0.7322725000000001,19.322835,4.505413,2.5992152500000003,7.5858225,3.8540460000000003,7.2406144999999995,17.92051,4.22058,1.6259424999999998,7.9981975
ABCB10,235.169,117.0641,231.9137,100.4185,215.2802,83.53596,95.47835,197.9009,118.1071,149.4614,130.767,240.9577,158.5378,192.8249,112.5255
ABCB11,47.98553,7.460578,15.04489,70.06055,-0.2590835,6.149312,-0.8346413,66.79188,27.61932,29.1079,19.42858,17.6419,26.31148,33.81868,10.03053
ABCB4,-4.619444,1.426279,0.1875061,0.3691602,-9.276864,-4.237922,-6.148657,3.07539,-1.392479,-9.876572,-4.283487,-3.566661,-2.0262,-2.944505,-6.399777
ABCB5,0.9292524,5.93019,-10.60755,-1.430409,-3.952023,4.588591,5.857411,-3.253063,-7.545685,-4.715484,-7.87253,-7.365456,-9.084259,-4.645071,-9.432309
ABCB6,88.57149,139.0631,95.88313,93.65548,142.815,161.213,304.3075,105.555,189.0178,269.8203,87.52121,113.6403,114.2361,137.8738,101.114
ABCB7,157.7372,92.78129,92.20722,95.46964,87.51557,118.4559,146.4066,20.82397,89.55682,68.70277,100.3909,50.66328,63.34607,64.46224,60.31281
ABCB8,5.291498,7.70814,15.48225,0.3404691,25.7582,0.2335523,2.45068,-1.579058,1.00387,3.902974,-1.673844,6.671186,8.013957,-3.33756,7.59454
ABCB9,17.852750333333333,30.091663,18.862874666666666,16.388953333333333,16.864293,40.21820333333333,62.25283433333334,23.699043666666668,34.04478,47.268154,29.997992666666665,24.39480633333333,34.38442833333334,25.538196,24.880065000000002
ABCC1,26.117181000000002,10.059062500000001,9.274357499999999,14.9077385,2.1958112499999998,16.7171065,5.9560925000000005,2.5511485,14.361612,15.6758685,14.183819999999999,15.1730145,10.69191,6.934207499999999,3.35066
ABCC10,34.09633,72.97181,35.86813,5.471069,25.75697,114.9912,94.60017,2.898299,53.6298,30.93844,22.21383,34.23116,39.9434,24.98741,28.75451
ABCC11,8.401903033333333,1.2164256333333332,4.360549,0.970252,1.6250526666666667,0.10501199999999973,-1.2639046666666667,7.331254333333334,4.200561,3.066891,10.372016333333333,1.8126203333333333,4.855160000000001,13.720784,4.685171333333334
ABCC12,1.346593,8.480724,2.982474,43.24004,8.051256,11.88243,-0.002263883,2.979419,2.983212,6.23557,10.01088,4.476592,1.757152,7.368789,5.189097
ABCC13,0.06849566666666658,-3.2480243333333334,4.065586466666667,2.0367616666666666,2.845741333333333,2.8787213333333335,2.4495005263333334,2.7960271333333337,1.019463,2.216015333333333,2.6221868,4.081079266666666,3.7503993333333328,7.798456333333334,3.9975533333333337
ABCC2,53.65038,13.8244,21.38547,2.028227,4.650284,9.92202,11.8867,100.0072,22.81459,35.14569,32.60771,39.56165,24.88548,64.5453,10.42364
ABCC3,21.304943,63.2491605,76.8639255,56.54875665,45.949836000000005,71.3879605,69.642807,30.46302785,82.07080300000001,164.3467795,102.547942,25.705362,80.103322,54.6152795,31.837547500000003
ABCC4,44.450775,81.10904000000001,72.347285,44.5625605,56.7801335,21.482102,27.75152,72.246455,68.475505,57.238564999999994,77.97328,91.18604500000001,128.93752,48.117230000000006,27.614825000000003
ABCC5,214.20797000000002,446.4738503333333,264.25324366666666,318.279305,326.386804,390.84905333333336,404.80213133333336,197.18467626666666,698.1801923333334,329.8235026666667,268.0675991333333,194.70282,264.20009066666665,243.75548633333332,257.76429713333334
ABCC6,19.469144,1.7086779666666665,12.999546,13.421810333333333,16.670618683333334,-3.0292306,0.24275050000000023,13.754378833333334,12.003600599999999,6.6300685,1.4355376800000001,17.405804266666667,5.395722333333334,12.453838988333333,-0.40439016666666644
ABCC8,0.3379334,-3.859072,0.219519,-1.423756,17.84527,-4.271549,0.1950353,-2.83287,-0.06518477,-6.161098,3.494628,-7.111916,-0.4746391,0.6315542,0.9087242
ABCC9,-0.22343866666666656,11.85336,4.9598257,3.1644333333333337,2.79639,1.6839533333333332,4.950350666666666,-1.1042569999999998,-0.3919394333333335,-2.7615386666666666,-1.959324433333333,-0.8593379999999998,-0.013163233333333357,5.899028999999999,0.1935906666666666
ABCD1,18.10542,14.65727,15.50872,5.497207,25.56612,65.87476,11.12001,11.21511,47.36718,23.36044,11.39181,15.85829,30.03339,5.174585,28.79076
ABCD2,6.8837720000000004,-8.833247499999999,-3.3544295,0.7106254999999999,-4.1130395,-2.83494,2.2024495,-4.8601725,-1.374378,-0.81536315,-5.2501295,-1.1788455,2.04684335,-0.9186352,-1.9072525000000002
ABCD3,103.9493,85.88684,127.3032,125.5897,101.0383,50.48526,33.03653,113.7325,60.41795,85.9589,102.3514,105.2443,77.27782,83.99634,62.55618
ABCD4,5.4529403,3.9755694999999998,5.9869639999999995,31.97248375,18.419444575,7.56890775,7.7916445,21.092757250000002,3.7211644999999995,4.35079475,2.61342385,8.23502875,3.5912605,8.6619275,7.62661625
ABCE1,170.7457,170.8339,181.8163,131.51346,145.39235,124.66485,112.294535,155.6082,101.1345,152.0984,207.29455,167.41649999999998,170.99009999999998,119.699,188.38060000000002
ABCF1,299.65125,418.9125,318.8431,367.81190000000004,341.65,644.1148000000001,494.84549999999996,270.0729,398.66105,367.65840000000003,400.75714999999997,325.18420000000003,330.50035,217.90175,401.24995
ABCF2,50.74798633333333,50.356316666666665,39.823340333333334,47.34347833333334,22.0827984,46.625043500000004,54.83950633333333,19.428146666666667,28.63186466666667,30.059715,17.169133999999996,18.958696666666665,23.67321766666667,17.234363,34.47014333333333
ABCF3,38.76809,37.97107,46.38661,30.07334,66.68761,67.6069,92.97675,6.477448,43.70179,39.94975,28.66384,28.02013,20.02003,22.11238,49.02469
ABCG1,26.862173783333333,34.52798463333333,22.673934166666665,17.567883,45.161168333333336,52.19863405,48.25524216666667,24.50581716666667,40.713280608333335,57.92343366666666,31.298076183333333,32.3832423,35.328736,29.931122983333335,19.690212
ABCG2,11.86438,4.492071,0.7465266,7.474978,0.6441391,2.29003,0.06743623,-2.945645,-2.8393,1.754511,-8.259526,-7.647102,-8.560235,-6.707838,-6.025287
ABCG4,-2.051728,11.37997,11.89534,65.99787,41.97241,-3.560897,9.126365,9.661446,9.918138,5.946085,7.586792,8.034645,9.534465,10.65385,4.577257
ABCG5,13.09195,6.247058,13.16798,27.11996,25.9934,9.136524,4.673917,2.743047,6.232413,8.569645,-6.212306,2.716934,4.016722,5.494691,-3.544607
ABCG8,-0.3510017,6.657206,-1.153655,-6.396533,1.342653,2.372366,2.238966,0.5921221,2.449763,-3.067582,-2.08191,1.062908,-0.4841044,-1.240587,7.825393
ABHD1,9.157189,0.8232849,4.106909,-4.686433,-7.097617,-4.563207,3.350351,-3.061777,1.0096,1.131702,2.045024,-8.781112,-3.094374,0.2492788,-9.679763
ABHD10,79.85169,64.53261,119.9543,61.06842,143.7161,83.15124,127.4609,127.4829,121.7994,107.8521,44.48349,91.93769,98.26434,84.96808,88.68698
ABHD11,99.232537,36.668365,55.45539533333334,51.32546266666666,51.78392666666667,60.442172,3.2867809999999995,50.08861016666666,20.023870666666667,42.29076166666667,35.721829,50.00510966666667,41.82988366666667,29.522183666666667,33.554752666666666
ABHD12,83.47977333333334,95.42638,58.93532,89.93672399999998,60.096089666666664,148.69523333333333,94.99552333333334,70.73639,85.29091,79.98837333333334,100.17880000000001,87.89910333333334,62.220646666666674,60.00463666666667,93.11621666666667
ABHD12B,312.17940000000004,99.43401,248.65685333333332,408.25666333333334,235.87783333333334,66.89744333333333,168.23564666666667,176.26077333333333,138.26255,312.58634666666666,74.25445,320.23468333333335,196.87422333333333,356.72433666666666,49.516623333333335
ABHD13,1.2016474,-2.055266,8.697433,3.3306285,0.19078715,10.176688500000001,-0.5232254999999999,4.3269735,-1.70847,3.146827,3.587685,8.0301515,0.6680515,0.9807997700000001,8.250042
ABHD14A,217.4793,138.1421,122.5021,314.0041,270.6189,134.08,155.1647,185.1035,111.2942,125.7687,131.5745,129.6917,109.6883,358.8714,146.8828
ABHD14B,53.08822,104.217,77.88287,142.2343,100.5626,152.5641,137.8738,73.67531,104.3233,94.17329,93.30383,70.83542,79.85169,103.7736,101.1228
ABHD2,22.445871999999998,31.904629,16.942587,24.725042666666667,7.689922366666667,31.034143333333333,29.489253,-0.8786294499999999,7.894408333333334,22.536573,15.259100666666667,13.151435333333334,13.315961666666666,10.824707666666667,9.853275
ABHD3,158.6387,111.8825,171.6343,50.63865,103.7554,72.86444,9.137369,91.69406,32.63062,76.39272,114.5001,167.8803,97.04108,84.10902,60.42324
ABHD4,23.39137,27.82158,25.15064,6.048206,17.66634,53.6298,28.02217,16.34567,39.47427,52.34233,29.69552,39.92558,24.40392,39.27432,58.63126
ABHD5,72.21674,62.92258,29.14727,6.04043,16.85108,88.80838,39.58634,42.56572,26.01557,63.20798,78.22168,25.39098,30.9302,75.10761,86.31303
ABHD6,203.6446,76.3867,135.8336,151.2232,191.7679,57.83685,119.6044,134.3581,120.4423,126.8352,54.03534,145.8981,89.43326,96.6766,36.6464
ABHD7,7.600837,21.75971,5.763144,-1.575583,-3.884029,5.484854,34.01176,-2.239343,-4.178267,-2.143089,5.151967,-3.932104,5.899208,-3.912323,-3.586891
ABHD8,178.41,133.93,138.0229,136.4893,90.12901,148.995,158.4423,196.1205,172.6974,143.2469,156.3916,182.4763,150.7335,232.2974,241.6052
ABHD9,51.75959,20.99016,13.66618,99.39168,66.78612,110.3691,56.11166,61.32403,36.89463,27.61655,142.9982,73.47552,51.08439,77.32892,82.84406
ABI1,67.99716,111.759046,66.6964675,100.2761965,87.79621230000001,57.128337450000004,52.489745,60.773565500000004,52.211481500000005,57.494229499999996,81.670734,68.413769,60.3425741,62.64891050000001,54.01977965
ABI2,42.75240900000001,26.43108525,43.952073,16.825241750000004,24.938102225,7.524144799999999,22.8849045,27.6075257325,26.20110875,34.567298125,19.279874,37.609532,35.82815425,36.557562499999996,28.48508925
ABI3,18.20907,15.15264,30.75957,15.15407,5.867763,43.52095,72.78162,6.472339,10.74526,2.146292,3.9281,21.02773,28.58561,26.77176,49.96079
ABI3BP,6.790352,41.05098,62.894,7.598313,3.732509,130.2254,222.5845,25.38525,3.355494,-4.710866,28.02217,15.8886,28.32371,4.280146,30.43597
ABL1,45.98581266666667,73.09871466666667,50.43895856666666,53.541965999999995,57.73536466666667,125.12846733333333,95.20088833333334,40.922655666666664,112.54788866666667,75.01606366666667,85.68335,94.873609,71.959721,52.563194666666675,61.00992433333334
ABL2,3.247085566666667,-0.5377366666666669,2.2475706666666664,4.228936333333333,13.4493725,7.069504666666667,0.5077723333333335,12.849978666666667,3.108212333333333,12.425472666666666,3.543068,8.009422433333333,5.792340533333333,7.900377,2.2668609766666665
ABLIM1,471.84030425000003,658.85820525,457.223388,556.998376,441.9017055,937.9227055,333.60456124999996,349.32216625,701.0138850000001,826.83936875,603.1601694999999,479.59153074999995,436.61854217499996,245.7156935,258.17015142500003
ABLIM2,14.30886,12.91755,9.156231,27.51124,44.68025,58.97781,24.29016,5.15616,22.84205,6.244339,14.28877,4.191968,0.3355863,-1.915783,6.812912
ABLIM3,33.60146,44.32189,19.68637,0.2122747,3.739114,24.27675,18.12121,10.54127,64.28133,0.2187958,34.00921,12.55685,1.331898,7.836726,50.48526
ABO,-2.047706,4.680045,8.738801,-3.253063,0.6393837,12.56624,2.737501,-2.076633,-1.416789,-1.396809,2.148756,5.287102,2.975688,0.1981623,1.433425
ABP1,10.32992,10.55548,1.865132,6.028225,1.322921,80.79433,20.62549,4.25666,8.441098,19.98966,14.3164,1.031357,6.555621,9.56357,6.014533
ABR,133.45183233333333,208.90853066666668,114.62886099999999,75.71445200000001,99.10412099999998,186.98390886666667,164.70234233333335,103.14012466666667,213.82052466666667,202.89285733333335,227.35469866666668,215.288349,185.90373599999998,142.409073,121.084186
ABRA,-0.3622538,5.497925,-0.01269861,5.848754,4.640277,-2.78325,4.477889,6.128207,1.960244,4.261727,2.739574,4.01748,7.474978,1.225145,4.766055
ABT1,15.01493,15.14921,22.39153,-6.295871,4.641204,16.04687,5.153026,10.05982,9.566804,18.02873,9.822234,7.218928,14.57366,-2.786574,4.244437
ABTB1,55.05638,70.920915,58.247935,81.14108999999999,67.37826,124.64930000000001,127.70351500000001,69.849805,116.670395,66.018395,70.08726,62.829629999999995,68.379305,102.45740500000001,67.245595
ABTB2,-9.799029,-0.746935,3.183078,-1.578174,-0.2688965,-1.371622,12.15575,-2.009498,1.146368,-3.952684,0.3401169,2.45542,-5.725266,-4.201086,-0.5322565
ACAA1,90.23598,244.7443,139.831,102.2585,127.5631,286.303,143.2395,147.6418,102.1315,117.44,208.814,108.5329,100.8579,177.5268,219.0092
ACAA2,15.22687,16.22115,17.30319,3.483165,-2.827663,8.492801,4.976066,39.44256,-0.2232577,9.551367,6.659766,6.786035,13.51191,6.048541,-8.261951
ACACA,304.251652,248.53634633333334,247.20843566666667,311.014873,277.44867266666665,223.3504068,274.756065,199.47603966666668,320.452947,208.1356612,241.0556366666667,379.69446666666664,245.75371366666664,165.94960266666666,132.88467433333332
ACACB,252.9552,161.0725,173.1977,176.1892,119.8053,144.0284,280.1529,107.8275,356.6213,160.1824,91.95667,175.8917,147.4806,145.2367,94.5254
ACAD10,46.07676,39.75452,40.82426,7.579545,8.442299,77.97857,68.2578,8.007844,69.03159,44.0597,12.16342,43.89281,40.23632,45.84902,36.50347
ACAD11,209.2546,167.4811,291.2583,338.539,339.3986,99.04835,284.7309,223.3744,389.4942,324.8712,153.2686,336.335,314.1048,327.9834,140.1097
ACAD8,60.2748325,48.7186555,114.71418849999999,116.345325,147.16066650000002,78.15701,78.60010100000001,92.05426,163.96387000000001,142.446645,114.67248,167.320345,140.83204,108.87532499999999,105.61889000000001
ACAD9,137.1285,169.6148,159.6415,195.5839,172.0961,333.2653,321.6245,200.7405,210.8828,169.7646,225.774,181.8491,172.8055,181.1955,291.5768
ACADL,10.45459,24.96348,10.2135,-1.502122,0.6416611,2.988551,-0.8244812,-0.8413126,5.32251,0.6234131,2.905732,15.5944,3.342714,5.28771,-0.9834943
ACADM,719.56755,618.1170500000001,795.1981,651.97025,509.93125000000003,403.00962000000004,495.166135,1002.9227,787.1104499999999,820.28915,823.95245,684.9854,697.10295,883.4005999999999,607.9744
ACADS,34.99562,43.2226,36.72419,-1.501346,3.723105,84.50691,130.7458,44.23299,46.55233,71.60921,32.81774,43.6967,42.86609,83.56627,56.25148
ACADSB,8.136311,9.909564,7.622683,3.486955,3.724664,11.87939,12.16121,1.655293,4.382873,7.459058,12.83802,6.56359,2.891992,0.5530149,-5.022571
ACADVL,647.3990166666666,821.3213700000001,655.8828333333333,599.0596133333333,741.8881123333334,1038.9233633333333,1219.101328,659.0233119999999,854.3974651,862.0138499999999,804.1614500000001,461.0099566666667,576.1075533333334,594.9757703333333,833.5938046
ACAN,-4.685945,-1.189539,-6.829013,3.475875,0.6395271,-3.550849,-3.09564,2.263656,1.372417,-4.21032,-3.044564,-8.960885,-3.530417,1.459982,-1.147665
ACAT1,961.8651,459.9737,583.2825,486.2534,421.2353,224.9884,352.9261,771.7192,287.4794,660.674,654.3159,604.6186,890.8459,765.2729,461.4709
ACAT2,246.97769050000002,93.8088934,336.50300899999996,104.21735,159.6171103,73.966959,28.321068,172.77447999999998,100.61166800000001,90.73805499999999,153.03599549999998,205.881015,200.972803,198.792395,138.37315900000002
ACBD3,265.2034,405.645,363.2083,278.2158,298.3486,444.5281,469.7026,464.4867,407.1534,496.2648,615.6526,438.3334,419.9542,326.2362,484.9071
ACBD4,13.89839,13.97823,4.26485,3.474045,8.853732,10.06904,46.05344,-4.280512,6.921878,-3.337324,-3.909394,10.32894,-6.939694,6.226983,-1.258768
ACBD5,5.768000000000001,3.579944,0.013814666666666456,-3.7600196666666665,8.250708333333332,0.606854,-4.427597,-1.263557333333333,-0.12635129999999997,-2.4318105666666665,3.7554449999999995,0.3055411000000001,-1.4408916666666667,7.776578333333333,6.347431
ACBD6,116.3706,56.52239,73.45634,4.666921,28.30087,105.4596,87.70495,32.26533,35.18147,59.76149,69.38708,40.33686,40.33379,81.39304,91.14796
ACBD7,64.462644,32.0850595,38.588648000000006,168.46546,93.095265,23.543351,137.4597746,62.096035500000006,98.370943,58.4991305,35.30309200000001,81.70315749999999,43.240722000000005,66.77064605000001,28.148216
ACCN1,7.8789435,4.3675935,1.55326955,27.274405,5.070345,6.797867500000001,3.7046585,4.2046495,3.887768,2.7799445,5.925477000000001,2.055306,9.7742955,2.90361545,11.299224
ACCN2,34.1104525,40.991566,27.711475,64.164349,51.2294155,19.16666,40.091384500000004,18.9716925,68.17373649999999,31.631877000000003,19.21483155,29.83877165,21.202890149999998,34.209153,16.345299
ACCN3,13.039798,8.9571855,10.039657,2.6375662,2.3975714999999997,11.2902645,18.9070365,4.0967855,15.611515,6.8373764999999995,7.1745090000000005,12.207991,9.119431500000001,10.3824915,9.109569
ACCN4,-2.7024679999999996,-0.6208382333333331,-1.5520226666666666,-1.3987786666666666,6.218535,4.4581638,1.2880173333333333,-0.6560219333333334,-1.3313613333333334,-1.429972,2.4144423333333336,-2.5380236666666667,-4.456660733333334,-0.9736528999999997,-2.0021415333333334
ACCN5,2.789543,-5.104897,-1.912381,3.497078,7.835673,-7.526356,-2.115129,0.2371758,2.010926,-3.096614,4.384939,-4.567067,-2.112774,-3.892607,4.263853
ACD,75.87061,65.7751,77.58576,94.62235,78.60046,107.3609,85.16513,106.9285,81.94228,72.53332,56.64051,54.03534,73.08578,101.3342,123.9721
ACE,3.7294276666666666,5.877085,7.075866666666667,5.6019733333333335,12.369037333333333,5.7463690000000005,-0.46679853333333315,3.7356547666666664,2.833347,2.6533877999999995,4.978076333333333,2.818261666666667,0.27535499999999963,-0.23210533333333316,-0.039529
ACE2,32.43815,47.8844,17.65056,94.41611,25.14805,56.23476,66.65795,23.01188,15.22687,37.99867,35.3203,58.62423,16.32856,15.15227,62.0995
ACHE,1.3476730000000003,4.554757333333334,1.0818842666666668,25.617018,5.104430666666667,2.279870666666667,0.23919566666666667,4.768887633333333,3.862835333333333,2.390264333333333,3.3472796666666667,4.025799233333333,3.0201491666666667,2.098122,6.5276353333333335
