Gene_Symbol,GSM1289627,GSM1289628,GSM1289629,GSM1289630,GSM1289631,GSM1289632,GSM1289633,GSM1289634,GSM1289635,GSM1289636,GSM1289637,GSM1289638,GSM1289639,GSM1289640,GSM1289641
FAM40B,26.159327,17.9178115,29.261477,41.542050499999995,25.606805,57.2403179,110.40265649999999,26.572503,183.1335105,25.811792,11.1666045,27.881077999999995,57.374234,17.165048,53.912286
FAM41C,5.914732,0.3406423,12.15642,7.462913,1.856775,7.172037,2.277737,18.68709,2.246636,8.862471,12.80329,4.275122,13.97464,14.20263,7.172352
FAM43A,35.58117,95.6892,88.36376,38.58795,33.11823,100.5626,298.5474,115.4624,105.3689,89.96693,79.50822,61.8128,146.9916,78.21146,90.85339
FAM43B,-5.367492,0.3414121,8.335279,0.6068057,4.194993,-0.6533859,-0.928306,8.762744,-1.069585,5.470512,-0.9805384,3.46236,0.3397718,5.855956,-2.721482
FAM44A,0.6210915,-0.4899274,-11.42768,0.5928141,4.194746,-3.520694,0.2350533,-0.07458215,1.371878,3.809419,-3.952141,-0.2375987,-1.927904,-1.153655,-3.516736
FAM44B,268.4832,424.39,339.6158,270.1484,364.6027,407.1534,681.6419,270.1484,374.2027,309.3719,415.0079,221.3504,254.516,370.2731,423.5888
FAM45A,206.4466,250.997,178.1392,125.8838,114.0153,146.3992,144.9804,227.2713,104.9999,145.5137,184.4682,98.11964,159.3826,200.3475,178.6254
FAM45B,-6.82093,4.66057,4.4847,5.870136,3.161336,6.469376,4.647635,-1.150316,6.262802,2.963956,4.672965,4.212534,3.085045,-0.8366842,6.345869
FAM46A,552.3286,715.5495,462.2101,613.5583,414.0622,761.7351,829.1293,358.3238,567.2928,367.6241,391.609,363.9624,281.3293,315.2808,439.6035
FAM46B,33.22927,38.96119,9.277619,-3.663336,4.194571,106.6781,121.3013,40.63518,48.56277,16.22453,80.2162,18.45752,37.29932,43.5105,102.4666
FAM46C,626.3602,601.0128,952.5661,1438.686,961.0211,371.796,1203.829,1192.064,3056.021,1358.379,829.1293,770.0872,704.2825,786.5939,612.1361
FAM46D,4.475751,-4.714819,-6.104533,5.868746,-4.582396,7.173335,-3.67355,34.34409,5.299915,16.53082,5.296913,6.787153,8.848813,9.164069,15.13441
FAM47A,-4.654139,1.653465,1.465784,10.8349,20.10812,0.5783791,-0.9299212,7.850536,-0.4872057,6.473584,9.745768,1.969276,0.6233211,2.24865,1.760219
FAM47B,-2.3549405,0.4764695000000001,4.246536,7.538474249999999,11.5528245,-0.4973110000000003,1.6495085,3.6763795,5.5588885,9.039569,4.827113499999999,5.8834575,6.657313,11.137327,9.3763638
FAM47C,2.8537040000000005,3.2777955,1.0752319999999997,1.76122035,0.7574905000000001,-3.616276,4.07333705,6.390606340000001,-2.5561673000000003,4.023633,1.9247690499999999,0.5577095000000001,2.0180964,2.4744650000000004,1.8499780499999998
FAM48A,23.55947433333333,30.595117,48.854069,24.87079233333333,29.573064000000002,15.223256333333334,8.036713733333334,47.864940999999995,15.265493999999999,15.599915333333334,23.2050991,33.144864,34.229578,27.20435466666667,35.547404333333326
FAM48B1,1.245561,2.732628,-1.773317,2.156407,-3.042298,0.5782181,2.271446,10.05815,3.328462,6.917972,2.372366,7.615447,5.48542,-1.381934,5.885634
FAM49A,6.363708,4.375073,-4.292965,2.917001,-4.584631,-0.9738263,20.03753,3.568768,-2.140972,-3.411525,-5.546713,7.027493,6.228516,-2.525396,14.11351
FAM49B,17.80388,18.883265,14.059375500000002,4.93835635,12.10709,20.550939999999997,13.24715,59.530860000000004,8.140268,29.41505,52.300825,35.62353,37.772055,31.061099999999996,65.047335
FAM50A,528.8184,671.1884,515.4525,1007.225,605.8828,1074.063,1659.597,818.5215,1220.222,973.7888,918.6924,772.9197,998.3406,929.5376,1032.494
FAM50B,235.8657,178.8962,294.9113,241.9303,245.6621,135.5513,108.7138,349.3805,236.0202,259.967,224.5498,252.9768,195.5839,259.1608,174.4256
FAM53A,9.164934,8.94896,1.473431,0.6054746,1.018284,14.02797,46.07676,-0.002069588,-3.829819,8.666033,-6.266283,6.886506,9.264675,10.05627,-0.7494023
FAM53B,193.298655,201.90549499999997,177.157987,210.2197585,219.6398495,262.23593,154.44241499999998,114.798992,274.0777865,168.993933,171.9056271,183.375145,174.445485,128.21401394999998,142.425783
FAM53C,185.1035,212.5326,173.8012,182.8283,262.7426,252.776,208.6992,291.7531,231.7037,246.3122,294.6496,276.8674,295.2122,268.3684,211.7045
FAM54A,10.678953,3.534786,7.397825,1.7836376999999999,8.945480499999999,9.9291885,4.5304745,24.264623,6.578801,5.128245,29.809113,7.383686,11.424408,16.67166685,18.1469925
FAM55A,-5.360955,-8.18956,-1.775637,-0.9549754,6.254904,0.5799584,5.133984,2.024695,1.445229,-1.885738,1.021626,1.374668,3.911813,3.357712,9.150675
FAM55B,6.798931,-1.780508,-3.49615,2.0604,-0.4462206,-4.194825,5.119369,0.6182427,4.93599,3.904636,6.268034,0.5888458,2.060209,4.366749,-2.014465
FAM55C,12.06914,5.946393,4.571907,2.918984,-4.580103,-0.9745002,6.79537,2.146292,-6.968015,1.944997,-3.58342,-3.463094,1.408038,1.333795,0.9121488
FAM55D,-3.9899359666666663,-5.216692666666667,-2.420148,16.834315,0.27477033333333356,1.5140699333333334,-2.7382389999999996,-3.2053766666666665,-3.596078,-2.550724033333333,-0.7440966666666666,-2.1275476666666666,-1.7494026666666667,-5.852467333333333,0.050099499999999964
FAM57A,205.709,341.6317,239.2916,198.0856,248.8611,463.0898,325.8008,236.123,196.3029,244.4496,292.9376,174.4808,238.8152,199.728,366.9872
FAM58A,115.1072,186.6939,140.092,82.26627,125.7687,158.6387,244.3148,154.494,94.99188,134.9233,139.0463,127.5631,121.0547,217.0228,250.3365
FAM58B,6.814404,2.731446,10.06449,10.84163,20.01809,-0.6494845,-5.092803,14.10266,3.506293,5.876992,4.490562,-2.337905,4.112428,5.292329,4.924224
FAM59A,35.39793,49.10967,18.12765,0.6494522,3.163655,55.02733,49.12607,10.30537,33.61823,36.49863,23.18119,19.30233,4.776016,5.190454,1.438116
FAM59B,-4.665883,-2.860955,11.4436,0.6486475,23.27954,12.80555,7.852306,16.92423,2.783215,5.748221,5.9016,5.49485,6.265565,5.916298,15.5944
FAM5B,-3.497613,1.645774,6.910555,0.6299535,-1.500356,2.268414,2.980884,4.765909,6.347836,6.556794,7.583661,4.688374,9.558069,8.030592,10.0383
FAM5C,1.0132877,5.7198055,1.70941105,11.646306,0.5779539999999999,6.519121,13.89762,2.3602593,5.3446675,6.4480905,5.433074,3.5419199999999997,4.4688205000000005,9.0401581,0.8489559999999994
FAM62A,297.0005,303.5137,278.2158,239.8385,400.7693,489.1628,533.2319,178.9122,242.5849,166.0671,246.4117,294.2128,264.2964,188.8402,236.2708
FAM62B,2276.05,2338.433,2419.439,3339.824,2704.533,2511.042,3088.091,2681.529,4383.668,3937.038,2322.581,4309.271,2970.855,2107.601,1843.387
FAM62C,-6.019509,-2.865341,-0.5147092,2.053769,6.256404,-1.758069,8.354596,11.38128,1.355583,0.1839775,2.247272,4.763326,0.1466304,-2.036516,3.893039
FAM63A,143.0887635,73.69009700000001,104.608823,209.6712495,183.5745705,124.6598,192.0655665,112.2877915,266.80941915,98.59192,63.10048575,86.77629850000001,119.297755,88.30292700000001,134.80209150000002
FAM63B,5.670444,8.352218,10.34568,7.586299,-6.124814,-0.6514707,13.89609,5.938599,19.72838,14.7609,8.205075,13.28383,7.617114,4.956334,2.958234
FAM64A,8.131278,8.355886,14.11901,-5.348237,8.259054,29.71008,32.1622,1.964502,4.288885,-0.01587065,18.30138,8.861848,13.96868,17.64779,58.73709
FAM65A,117.4231,144.3553,132.6926,113.5616,99.94015,194.4212,240.9385,106.7692,173.4553,155.7433,171.6036,128.2285,210.8982,134.1598,133.3073
FAM66E,5.132668,1.646382,6.91383,7.58714,0.905221,3.359839,2.977229,9.914335,4.950176,4.679907,13.58908,3.887142,7.719963,6.90125,9.833177
FAM69A,13.01455,18.10345,17.31389,-2.724235,-2.961139,11.08225,28.17075,2.01112,11.76037,15.04378,16.53153,9.664172,13.37211,22.99588,13.2768
FAM69B,3.074820666666667,8.562393166666666,7.833583000000001,5.835014999999999,-4.7402244,7.8074583,14.322802000000001,-3.2346391666666663,-4.463151333333333,-2.4917503,-1.3305263333333335,-2.868764,-0.814825666666667,-0.5183176666666668,-0.34027699999999994
FAM70A,-3.2907365,-3.1907585000000003,2.4424989999999998,5.262723,1.378717,4.5217558,-4.7933675000000004,0.10764850000000004,-2.957392,-4.26525,-1.9675002499999998,-1.256177,-1.903496,-2.7112505,-2.5902585499999997
FAM70B,0.9812562499999997,7.3011065,7.49943525,13.8136175,3.27902905,6.93578225,5.0560902500000005,2.7107159999999997,3.3078454749999997,3.0537409650000003,3.4796905000000002,0.578858175,0.27777702499999996,-1.01313605,0.2317306
FAM71A,6.263899,0.3721082,-6.033293,-7.624176,3.161692,-3.532469,-5.851276,-1.770703,0.4562081,-4.407564,-5.852747,-5.293856,-7.995957,7.581989,-4.311456
FAM71C,0.1682691,0.2130898,1.456031,7.614998,11.19881,3.365426,-0.5067052,5.854607,5.126988,2.544845,-0.2726061,-0.2631347,-1.37881,4.201692,4.01748
FAM71D,0.6236684,-2.852968,4.563221,2.905608,24.40531,11.07911,-2.798728,5.165163,8.011633,0.628888,1.76749,4.103513,1.327549,2.070427,8.453761
FAM71E1,129.3752,51.97376,81.69939,50.47424,139.0569,46.75451,80.6766,133.0554,79.50822,120.6587,54.7069,95.64919,77.84563,136.1586,82.38986
FAM71F1,1.250041,-1.211702,-3.503146,-5.818924,16.96387,8.769013,-0.9359629,-5.056648,-5.371224,-2.528706,-5.083695,0.0673167,-1.236078,-2.707425,-3.929445
FAM71F2,-3.071549,-6.296334,-4.291615,-2.722088,4.196584,-0.6355914,-0.934791,-2.105539,-1.919059,-9.989434,-6.518648,-1.062504,-1.383533,4.240282,-0.5036397
FAM73A,62.58674499999999,57.291689500000004,62.208298400000004,136.733015,64.41511750000001,110.0220995,201.07031335,78.66519875,435.9147695,58.35202,35.207826000000004,51.4753075,165.653918,53.389712,156.3650341
FAM73B,33.03245,57.83037,55.65495,79.6752,81.18064,87.75607,92.3653,88.69516,71.22101,47.42305,33.34585,48.99463,46.93002,50.8284,64.28133
FAM75A1,-3.510753,-1.2115,6.901484,-3.591827,-4.309103,-1.776768,-0.9353927,4.490197,8.331581,6.366912,3.254583,5.75817,6.476331,2.729588,7.215398
FAM75A2,-6.028124,-2.857219,2.270954,11.0886,-4.3089,-5.468112,-0.9366262,5.292993,0.06794588,0.328523,-2.152806,0.6512443,1.451339,-2.696049,1.962459
FAM75A3,-4.665443,-7.215258,-3.502531,4.672002,19.7264,3.362445,-1.684006,5.29342,3.340912,12.53576,1.345499,2.690735,-0.9554761,5.311383,7.750611
FAM75A7,-14.51673,-2.856784,1.151177,-5.352114,-4.408201,4.59124,-1.683753,-1.22671,1.03672,7.479692,-1.661041,2.229609,-3.086742,2.36534,-3.52395
FAM76A,11.40093,14.20049,16.8533,11.09106,16.96458,8.768807,7.219199,51.32342,53.10241,51.98566,39.05331,41.34328,43.2226,50.95448,38.1991
FAM76B,23.39277,35.57707,51.88204,48.44988,42.6511,21.74088,15.83514,45.0961,24.32482,29.02148,34.70427,36.088,55.80142,28.66768,41.21694
FAM78A,-5.409358,1.335717,-0.4921926,2.905118,40.23548,14.64872,-5.121893,1.437233,4.493775,10.21408,-3.880962,11.42113,5.666472,4.200999,2.884465
FAM78B,6.259612,6.045975,2.892845,-3.661551,-8.944477,-3.18604,-0.5063001,3.551284,4.759664,4.237075,3.56344,1.000785,-3.512158,2.282577,2.26593
FAM7A1,5.941837,1.648155,4.494483,-2.730613,-1.503863,-0.9878069,4.972917,3.459115,2.243066,-3.670696,-2.723877,4.957131,3.564494,1.561822,4.600242
FAM7A2,1.1634556666666667,-1.86407,1.644237666666667,0.9528143333333334,6.898887666666667,-2.2704408333333332,-1.2555097333333334,1.1683816666666667,3.261466,4.745616666666667,3.0614733333333333,-0.9502777,3.3716096666666666,1.2464556666666666,0.9258506666666664
FAM7A3,-1.7082960666666667,-1.4972013333333332,-2.762132,18.050098666666667,14.732860666666667,0.13962696666666652,-0.7530969333333335,-2.371719,1.7615175333333333,0.5308225666666667,4.592542,0.6756653333333335,-2.884463,4.901041333333333,2.3647293333333335
FAM80A,7.624296,9.670024,6.907821,5.841296,4.207991,2.979146,9.561763,18.47035,7.840906,19.9124,10.54172,7.577311,18.85859,13.16159,6.26138
FAM80B,0.1824402,18.57632,16.1924,-7.655985,1.864933,6.345869,-3.670085,1.046715,1.352812,-0.01966297,4.230239,3.169206,2.994716,0.1569784,0.3312386
FAM81A,161.8048,61.67241,119.2602,189.2457,164.8914,15.83816,152.0331,160.6448,168.2567,125.4316,37.34625,192.3752,91.94321,134.2395,29.38887
FAM81B,8.352493,0.1968816,4.494635,2.908847,7.030906,7.184882,5.917244,2.010652,0.8966789,-5.541533,1.967608,4.636631,3.167676,1.37869,-5.37597
FAM82A,0.6406665,1.328923,-10.59681,2.06681,-1.502568,-3.53515,5.921335,-1.924273,1.36728,2.019665,6.049143,-4.259469,5.155687,7.821808,4.260439
FAM82B,0.6384275,-4.787741,6.377513,2.072596,7.179572,-4.238275,8.010089,-1.198721,3.166121,2.794003,1.649968,-0.4638802,1.319095,0.2136531,-4.265936
FAM82C,697.2222,428.9142,509.8895,407.6572,597.7073,385.2367,237.2838,484.8175,307.8326,442.142,371.796,494.0706,333.7992,404.1511,323.9217
FAM83A,11.394981999999999,50.071361333333336,7.368564666666667,46.67104186666666,16.89390966666667,123.19194400000002,36.19813666666667,30.28435,22.515239999999995,31.667496666666665,116.42704533333334,25.877743,23.862628,18.156693333333333,126.57913866666667
FAM83B,15.87679,18.09979,14.91871,-2.72681,9.746163,16.92584,3.539153,2.93355,9.552724,4.189131,14.7609,5.8709,15.84053,3.359974,13.27448
FAM83C,24.28176,91.70923,43.3139,27.14406,7.184084,132.0493,61.26447,11.39386,12.05786,7.188993,47.7828,15.39886,4.597521,-0.6366915,88.48338
FAM83D,156.4965,176.59,166.5342,49.11659,62.92258,59.95692,51.32928,108.1159,64.75893,243.1308,262.1884,131.4616,120.1385,120.4248,156.5911
FAM83E,130.8126,135.5785,106.6678,248.6677,189.0178,311.2432,193.682,146.6707,319.2942,185.2911,92.57952,155.6549,160.8525,188.2864,174.2312
FAM83F,14.032,16.98946,-6.112003,16.1163,24.68224,10.92244,33.21339,10.32917,5.884561,2.001481,5.182356,14.77514,9.662238,2.910901,6.052614
FAM83G,-0.3556406,6.028574,-0.5018056,7.486229,7.173849,6.259063,1.059246,5.476796,-6.403345,-3.463752,-0.2569328,0.4718503,-0.4833867,2.231383,-3.415264
FAM83H,313.5431,546.5348,355.4558,487.0863,588.5478,1184.272,746.3894,244.8385,629.6948,511.7355,472.6168,289.1891,260.8058,306.972,444.9938
FAM84A,5.124223,11.06394,17.30513,5.84499,11.29082,18.29673,5.873453,2.778902,-4.243371,7.019217,-3.559013,14.7532,1.438011,6.264039,-1.148091
FAM84B,332.4519,430.4812,333.9498,272.39,295.2122,257.4585,218.5219,344.1116,283.2788,340.9009,453.8555,407.3406,317.7419,313.4535,231.7357
FAM86A,40.59513,23.1437,21.862955,10.347251,10.468046000000001,18.479965,21.037225,25.825135149999998,20.306639999999998,21.119557999999998,27.27153,41.22639,25.959915000000002,35.401595,34.8859025
FAM86B1,70.18581666666667,36.19938,47.79172,96.95242,52.50867333333334,25.865016666666666,26.209399333333334,34.83955666666667,29.164716,78.93405666666666,24.673456666666667,60.449639999999995,31.780373333333333,61.87793333333334,27.420716666666664
FAM86C,89.91404,65.36461,99.56556,124.6984,119.5176,77.20523,82.84406,73.81825,122.9573,144.9531,53.06676,105.8683,73.67148,99.99588,57.82787
FAM87B,-3.110868,6.923685,-7.645173,16.04282,7.377863,-6.488246,-4.565277,46.04148,23.83085,19.51783,9.455182,4.490197,9.181985,17.85191,6.782454
FAM89A,4.21221625,37.601040499999996,20.857948524999998,0.7867899999999999,3.34045625,26.271512,39.83236575,22.2102615,7.21917925,14.155676249999999,36.21824975,10.92750425,24.746639000000002,13.80913425,57.908185
FAM89B,154.4569,248.09,227.5661,326.2776,242.4949,392.4729,323.4893,501.6873,216.7829,150.3229,318.3377,167.4811,154.1393,322.5703,541.0292
FAM8A1,94.5254,46.53321,48.373,83.66194,53.49963,22.98183,19.33268,38.27713,53.90783,64.97894,62.46795,98.95844,80.58249,42.38471,19.20365
FAM90A1,18.29588,5.189097,17.76697,11.06645,3.348366,15.86992,3.553894,10.82473,18.10542,1.000232,8.230689,23.02604,0.8194827,5.301676,4.599085
FAM90A10,2.958661,-4.716383,-0.9406237,4.66575,-4.334256,-5.390497,-1.67727,-5.322239,4.283834,6.576761,8.86025,7.216581,4.279391,3.459851,9.822234
FAM90A11P,-5.640772,9.67528,4.397096,4.664961,11.21706,6.347836,0.232269,11.84559,4.670371,5.504926,4.611288,4.465453,4.943751,1.437116,4.375073
FAM90A12,-10.95949,2.991797,-7.650437,5.837181,9.647391,-0.6393011,9.554599,2.979333,1.74479,2.876281,11.06548,7.622312,-6.806217,7.711748,14.31266
FAM90A20,-4.651732,-5.380342,-5.079912,-3.672662,3.347912,-3.530417,-0.9327931,1.852516,1.23181,2.744295,-1.060404,-1.403646,1.061214,-3.858765,-3.454951
FAM90A2P,11.3212954,4.170548800000001,4.213296,3.5106004,7.717571199999999,7.5064148,11.24349608,5.469417099999999,18.137351586,9.4163238,8.3358936,13.310334399999999,8.70998434,6.20794162,5.03117422
FAM90A6P,-0.014982749999999934,-1.146073325,2.5545935,-1.632256075,5.351248525,-0.7127978199999999,3.880777,4.98196425,5.761423125,4.15873825,2.4749193,4.914450175,4.700181975,7.1725554,1.9524095
FAM90A8,0.6414375,-1.201553,-0.6321576,-3.66905,1.861385,-3.528678,0.2119741,2.288769,0.8263189,2.867653,0.2226593,0.2077543,1.730848,-0.6421208,-2.821663
FAM91A1,27.62282,13.00825,13.2825,-0.9435674,24.11307,7.377168,15.87376,2.264615,10.5522,13.66513,12.54873,18.12765,16.2336,6.677802,8.752093
FAM91A2,0.3960633999999998,4.105108,-3.3050465,0.8036186,5.110433333333333,0.4934222333333333,2.671602933333333,11.246850666666665,8.616867333333333,10.515537,10.488817333333333,9.944574666666668,11.925768333333332,12.480499666666667,15.754707666666667
FAM92A1,41.98298,20.90003,34.80408,32.1622,36.73415,12.56707,-1.759535,54.20965,4.217133,22.12615,26.0185,22.20398,26.27895,36.07934,2.75454
FAM92B,94.36876,47.9743,62.96815,110.3691,181.687,8.84724,135.825,34.51377,61.16049,55.74102,0.1739634,54.21109,20.01616,95.57195,0.4584346
FAM96A,569.339625,444.037535,486.847215,289.293931,378.303515,294.49343,190.79323,594.294115,239.28937,307.22521,606.52173,451.444625,495.57592,676.0299,717.59495
FAM96B,415.8901,261.6171,318.068,406.2994,594.0353,325.3065,605.3404,712.3878,294.1204,561.4951,464.5969,453.6748,381.6051,763.5405,726.1672
FAM98A,211.8626,189.0323,160.3506,324.7599,96.25792,218.4904,585.7239,346.1692,420.742,393.0177,330.9326,322.8843,430.0762,292.8652,339.3986
FAM98B,7.692994333333334,10.511482,4.577421333333333,14.894499999999999,6.464289,6.007076333333333,1.6417133333333336,3.639335333333333,-1.4721516666666667,8.172562000000001,4.642238,4.0441423,5.316824,5.037351,5.512958
FAM98C,77.83414,79.50822,80.80698,104.3992,94.96947,74.03541,141.9402,106.7551,99.19109,88.25248,64.46224,81.49483,91.70923,117.1487,125.6021
FAM99A,-2.508611,2.72523,1.144391,0.4575208,-2.507966,7.474105,2.073581,2.242191,-0.6518743,1.636075,5.946085,1.760219,1.043946,7.10031,5.481212
FAM9A,-5.392931,-2.946093,-4.273936,2.866151,-2.508292,-6.523447,-5.093108,4.019701,0.9045522,2.866151,-1.18724,1.973038,-2.324873,1.392403,-5.038877
FAM9B,0.71372285,-2.6056481000000002,-4.778404999999999,-0.3231584999999999,5.82063045,2.27863875,3.5091975,2.53885745,1.4795232,-0.938,2.8721085,1.7098680000000002,-3.7169084999999997,-2.481822,1.3501889999999999
FAM9C,0.27372299999999994,-0.2583115,2.1125455,-2.3035381,-3.4166350000000003,-8.696890499999999,-2.2361465,-0.993441,3.3442455000000004,-0.13198699999999985,-0.7534029,-2.279303,1.4377087000000002,2.135142,0.30394450000000006
FANCA,5.323588666666667,-0.02407933333333334,0.37360583333333336,0.9636887333333335,4.474067533333334,2.141674633333333,-1.5500593333333335,3.123939666666667,3.656616,-0.3161783333333334,1.764155333333333,1.7735443333333334,1.2278839999999998,1.5239737333333334,6.097041999999999
FANCB,5.21805,10.9221955,6.0934995,-1.0717034,-0.03280950000000016,3.208721,5.0393635,1.92454665,-0.2753915,-4.6703875,-0.60384444,4.8740015,4.4402645,4.1550865,0.8855895
FANCC,8.221889,8.452033,-6.023379,2.018183,-0.4815208,4.574129,-10.50049,3.093154,2.732628,4.23282,1.140375,-3.486309,2.721489,-1.065618,2.250513
FANCD2,26.783142666666667,24.70689333333333,15.32702,55.012280000000004,15.800614700000002,43.48185166666667,48.93758333333333,25.012001,22.367126,35.16824733333333,36.866779666666666,31.359313,21.213553333333333,23.170584666666667,51.96163666666667
FANCE,32.40642,116.0892,82.1825,15.31541,55.76565,173.7182,141.5282,20.43422,111.084,80.47224,151.4033,49.22309,90.30888,87.48135,89.34256
FANCF,22.72991,10.22468,14.32283,7.50038,4.205392,4.580717,1.132869,7.295302,7.933996,14.10892,10.3101,16.32963,16.95874,18.56909,1.036538
FANCG,37.31749,103.7378,60.98113,27.82158,72.23862,138.6492,153.3582,16.62864,102.1506,53.16585,97.2995,54.33304,57.30468,88.46961,126.2845
FANCI,14.65167,12.81001,15.6749,-2.716516,-3.412378,4.020177,12.36599,3.901811,15.23047,7.485128,31.02168,12.27496,-0.5407087,5.91666,18.89033
FANCL,49.701730000000005,36.118382999999994,53.5849485,36.9854265,24.4035571,26.59850795,-0.8746530000000003,47.404571000000004,25.904193,36.941204000000006,80.10792500000001,48.82743,51.690088,39.703284,35.709353500000006
FANCM,10.31434,8.451363,-5.290566,31.46369,-0.4806737,16.42396,2.067753,-4.574929,-1.147047,-1.172583,0.4646306,-3.94255,-1.193521,-1.263066,-8.181713
FANK1,64.27158,13.75174,42.575,85.42827,103.7023,6.349883,45.35815,55.49113,56.63708,50.33672,9.177956,43.515,21.37633,67.78218,12.54524
FAP,-4.183838,-2.852537,-3.5424,-5.345274,6.895902,2.375982,13.00499,4.631685,4.110538,8.468467,6.476526,2.71675,9.916463,18.46795,7.586792
FARP1,76.1940165,67.2178575,83.54722675000001,130.489017825,101.68966975000001,85.461272925,95.259577,89.79527999999999,133.92998225,106.94168,107.848803,87.70733474999999,107.33120174999999,91.410159,68.347581
FARP2,28.40136,22.32191,22.13459,11.76037,10.56486,48.37745,70.148,37.29675,57.94391,43.70179,36.48964,32.62848,23.57454,33.80453,30.84281
FARS2,598.7407,375.6418,445.6776,554.2318,562.1142,327.9834,448.9246,481.8218,283.3086,370.0188,311.6899,429.5787,386.3857,400.6004,351.3681
FARSA,60.88849,67.78462,44.69205,101.7557,66.8074,138.5523,105.2308,58.47001,87.30204,100.2502,60.0551,65.68851,34.21892,47.55328,124.5925
FARSB,12.0557,3.001248,2.983792,4.597735,28.93843,-0.004158007,0.2544861,5.908242,13.17227,9.35685,7.827667,6.142266,2.696125,7.468069,13.17517
FARSLB,9324.1,8286.157,10939.07,15101.51,12471.4,9988.779,15946.06,6534.549,18430.62,8726.345,5268.21,8257.037,13538.92,6203.394,9199.786
FAS,4.3466725,14.376986,12.336582,7.13697335,0.64871445,5.24414115,3.3736605,9.534001250000001,10.0934745,7.169593,6.5864175000000005,12.3900535,14.179947499999999,9.5277745,21.832419
FASLG,4.477769,10.30344,5.943634,-5.345767,-4.307857,5.33151,3.510925,2.282979,8.366077,0.4775358,24.96487,14.92269,5.176499,6.774748,7.69604
FASN,533.7216,537.6829,540.0855,887.7548,777.4173,559.8118,608.019,705.1885,448.9246,819.7995,942.9283,928.5404,560.5698,500.4396,596.9349
FASTK,95.34179666666667,100.08061,84.82646999999999,91.75475999999999,129.05276666666666,174.88683333333333,204.78372,143.55295666666666,172.94375000000002,145.39539,137.30120666666667,128.26635666666667,133.93365,169.14836,216.88730333333334
FASTKD1,42.39668,27.71002,34.50886,-8.777727,0.9200798,37.33265,49.03722,9.822234,33.58488,22.54335,41.25797,12.17762,21.93339,9.918721,-1.202936
FASTKD2,29.1454,37.2872,36.18685,2.010926,0.9253965,32.1784,3.538443,-4.244319,19.31353,33.76441,41.82633,22.81061,15.14249,8.949516,2.155656
FASTKD3,17.6085,24.076880000000003,29.139505,3.169727,24.61223,16.38688,-2.90806095,37.85596,7.7052905,25.2979985,37.349465,28.790675,40.92604,16.741329999999998,32.764095
FASTKD5,174.4492,140.8475,126.948,129.3844,87.6946,127.0966,100.2595,149.3729,136.447,183.5844,157.24,135.3537,169.5286,153.8682,136.7138
FAT,262.479,253.0674,368.6888,195.5549,267.3118,429.2108,472.6168,236.7819,274.7598,203.6446,359.6498,337.0464,426.6844,182.3671,199.7124
FAT2,36.46923,193.6974,55.2031,2.010835,77.42047,170.6808,226.3537,19.33894,207.5853,110.8733,112.0721,20.62245,94.37956,45.57926,81.06526
FAT3,-0.3636014,2.993438,2.267839,19.43376,7.027889,14.02611,-1.660297,2.790039,-0.6239863,0.8178576,2.948513,-1.405382,-1.766587,0.7444555,6.249088
FAT4,1.2941793,-2.7507840000000003,1.2207052,-2.8328705000000003,-0.36378200000000005,3.67008747,1.12651945,-0.5654225000000002,-0.822114,0.7594845000000001,-1.0580425,-0.34756699999999974,-4.4882935,-3.713578,1.5570940000000002
FATE1,52.71482,22.11238,44.3933,-3.955253,3.344613,13.017,121.5861,20.26533,38.94847,51.23652,5.284789,140.4631,54.20104,96.66941,51.33255
FAU,3491.888,4458.949,3883.94,2922.353,3805.693,5138.11,3505.177,3859.383,1997.443,2847.161,4209.141,2283.343,3214.119,4125.214,4923.85
FBF1,10.736343999999999,9.5404975,4.999165799999999,16.889878,10.521417,8.1780455,6.89739,4.1504645,9.5854518,3.2609665000000003,2.896404,9.2898295,5.9016175,2.9750085,2.2491244999999997
FBL,504.7375,1046.616,691.6808,544.5527,529.3325,1033.434,1065.433,502.2232,648.4037,504.4069,913.6331,377.7008,532.6153,830.7681,950.5502
FBLIM1,5.859191333333334,5.481836333333334,0.9481952666666668,2.3800471,-0.21122933333333313,5.169100333333334,9.424938333333333,0.1134873333333332,5.061533333333333,-1.644880333333333,1.2436976666666666,-0.09890143333333339,-0.028578733333333755,-2.2106246,2.4204606666666666
FBLN1,34.2541686,224.604027,358.03206659999995,340.15248682,357.89909514,743.3144117999999,819.4286179200001,142.59787704000001,79.8811124,99.332384,251.08357139999998,65.89098,147.7538504,52.856139799999994,155.08130459999998
FBLN2,7.478703333333333,35.405452000000004,45.6694129,5.715575333333334,7.605383666666666,156.03424066666668,83.92797206666667,-2.504760666666667,-2.9758187333333335,-2.144308666666667,35.26515,4.009002333333333,4.493760333333333,-3.0218403333333335,2.031495
FBLN5,63.486464999999995,42.330175,57.924385,133.06508,138.75881,37.31669,24.7743492,84.86773,78.43659,99.93535,41.94054,108.15582,108.942205,81.39003,30.404395
FBLN7,14.57181,6.909272,14.67812,2.864005,20.55095,-2.249099,12.53969,-4.245942,10.33416,-3.339301,4.642399,3.565144,2.929568,-0.3457466,19.33268
FBN1,13.58991,5.872425,9.138984,-3.954711,-11.56239,18.11009,31.97151,-1.361915,3.479944,1.242055,-3.46437,-1.761813,1.98421,-2.851131,-5.124794
